;config_406_avg;config_406_std;config_406_run_0;config_406_run_1;config_406_run_2;config_406_run_3;config_406_run_4
Standard_Acc;78,4480;5,2262;82,6400;82,7950;82,7100;72,0250;72,0700
RMSCE;0,0335;0,0157;0,0455;0,0491;0,0437;0,0110;0,0183
gaussian_noise;52,4000;3,9059;56,5000;57,5000;51,2000;48,5000;48,3000
shot_noise;56,9200;4,8441;60,2000;63,6000;57,8000;50,4000;52,6000
impulse_noise;54,5200;2,7272;57,1000;58,2000;53,8000;51,0000;52,5000
defocus_blur;58,8600;4,1249;63,0000;60,4000;62,9000;53,0000;55,0000
glass_blur;33,4200;2,1330;36,0000;33,9000;35,3000;30,7000;31,2000
motion_blur;62,3200;4,8466;64,4000;66,3000;67,1000;59,7000;54,1000
zoom_blur;52,1800;2,9219;55,1000;54,7000;53,7000;49,5000;47,9000
snow;65,9400;2,5445;68,9000;68,1000;66,6000;62,1000;64,0000
frost;66,8800;4,4853;70,6000;69,3000;71,4000;62,9000;60,2000
fog;70,4800;4,8507;73,3000;73,3000;76,3000;63,7000;65,8000
brightness;70,0600;4,9293;73,8000;73,9000;74,4000;62,9000;65,3000
contrast;59,5400;2,4703;62,0000;60,2000;62,2000;57,0000;56,3000
elastic_transform;64,2600;5,2648;71,0000;66,7000;67,2000;56,6000;59,8000
pixelate;67,5000;5,1529;74,3000;69,6000;70,6000;61,0000;62,0000
jpeg_compression;70,5200;4,5102;76,1000;73,7000;72,4000;64,8000;65,6000
speckle_noise;52,5600;4,3283;53,5000;59,7000;53,2000;46,9000;49,5000
gaussian_blur;50,7200;2,4219;52,1000;53,3000;52,5000;48,6000;47,1000
spatter;64,6000;4,7091;67,6000;67,3000;70,1000;58,1000;59,9000
saturate;65,6000;4,9968;68,0000;71,1000;69,7000;59,7000;59,5000
blue_noise_sample;57,0800;4,3655;58,9000;58,1000;63,8000;52,1000;52,5000
brownish_noise;59,9000;3,4997;62,4000;63,0000;62,8000;56,3000;55,0000
caustic_refraction;40,2800;2,0380;40,3000;39,9000;44,1000;38,4000;38,7000
checkerboard_cutout;50,5400;4,3000;54,1000;55,5000;52,2000;46,0000;44,9000
cocentric_sine_waves;33,0400;3,1778;34,7000;32,7000;38,2000;29,8000;29,8000
inverse_sparkles;29,3200;2,6873;33,0000;29,2000;30,9000;24,9000;28,6000
perlin_noise;66,2400;4,4934;70,1000;68,7000;70,8000;60,7000;60,9000
plasma_noise;32,5200;1,0907;31,9000;32,6000;34,4000;32,6000;31,1000
single_frequency_greyscale;31,3000;2,3520;33,2000;33,1000;32,9000;30,1000;27,2000
sparkles;68,9600;5,0186;73,8000;71,7000;73,3000;64,6000;61,4000
Acc_C-all-19;59,9621;3,7700;63,3421;63,2000;62,5474;55,1105;55,6105
Acc_C-original-15;60,3867;3,7600;64,1533;63,2933;62,8600;55,5867;56,0400
Acc_C-bar-10;46,9180;3,0353;49,2400;48,4500;50,3400;43,5500;43,0100
Acc_all-ex-pixelwise-noise-24;55,6242;3,5037;58,7375;57,8417;58,8333;51,4042;51,3042
RMSCE_C;0,0899;0,0074;0,0849;0,0840;0,0830;0,0962;0,1012
Combined_Noise;70,8830;4,7576;74,4950;75,5550;74,2000;65,1400;65,0250
