;config_368_avg;config_368_std;config_368_run_0;config_368_run_1;config_368_run_2;config_368_run_3;config_368_run_4
Standard_Acc;29,0190;35,5409;0,0000;0,0000;0,0000;72,6050;72,4900
RMSCE;;;;-198774198161073686691993569493106631820452365765607948477062785948471648123313178629916857969876171258092666180834762948613725920239158432060191721990225717134903844534509077147006041802898450120730307171510182276698194025289304981289235210769591978026068375975723456887573825378391269726891412553728,0000;-5486124068753770658900990429954196771640857380212444185374935638250205578422621557709210072417400826101548776064802859644959805031781676211059998694644131041400390033221928709666855989702454536363918345262000683956753890546744193570490600418254310888596039779804665568237274564938603130927468672863698944,0000;0,0326;0,0352
gaussian_noise;-4114858394493403151168916312316587932322582588819116922473905415092644810786491441735556624146958646091689759633956321352650964503146148709431700501850055524147673457239985508994581149571891738914916774850708222628737398871156198910185131868249868861871910788708630492267107788155731866998368445178839040,0000;inf;-9943589819485411641391692895538808617028596750725427983351358512171764859394304726309227713922105157882239149977933799422181211646397247893804871391740112270710972731059350690245607094903179297549049143342391493033013079371461800138151454580076827085408857410576009412045179830170761010436229824512000000,0000;-5145250393095134776893316823486496683633705764895475050346615467564736263580701344415190716140520182792515132994909144451309649519867535819623847887818334506322283654701571589239193158204119143489084849704588231717243962396315413395933417976635529502859529613865497148395847029988553658354534872055283712,0000;-5485451759886469337559571842557634360950610428474681578671553095726722930957451137953364690672167889783694515196938662889763961349465959833729783229691830843705110900439005265488105494752160253536449881206561388393429952588003781016840786784536987721091166919101645900894512080619344666201077529326911488,0000;42,7000;45,4000
shot_noise;;;;0,0000;;45,9000;50,7000
impulse_noise;19,6600;24,0959;0,0000;0,0000;0,0000;47,7000;50,6000
defocus_blur;19,9800;24,4926;0,0000;0,0000;0,0000;51,6000;48,3000
glass_blur;10,5400;12,9088;0,0000;0,0000;0,0000;26,4000;26,3000
motion_blur;20,6800;25,3562;0,0000;0,0000;0,0000;53,6000;49,8000
zoom_blur;19,1800;23,5085;0,0000;0,0000;0,0000;49,4000;46,5000
snow;25,1800;30,8399;0,0000;0,0000;0,0000;62,6000;63,3000
frost;24,4000;29,8951;0,0000;0,0000;0,0000;62,3000;59,7000
fog;26,0800;31,9419;0,0000;0,0000;0,0000;64,9000;65,5000
brightness;25,8200;31,6470;0,0000;0,0000;0,0000;62,6000;66,5000
contrast;21,4800;26,3076;0,0000;0,0000;0,0000;53,8000;53,6000
elastic_transform;23,3200;28,5729;0,0000;0,0000;0,0000;57,0000;59,6000
pixelate;24,5600;30,0821;0,0000;0,0000;0,0000;62,0000;60,8000
jpeg_compression;26,4000;32,3348;0,0000;0,0000;0,0000;66,5000;65,5000
speckle_noise;17,8200;21,9467;0,0000;0,0000;0,0000;40,9000;48,2000
gaussian_blur;17,4800;21,4497;0,0000;0,0000;0,0000;45,8000;41,6000
spatter;23,7400;29,0880;0,0000;0,0000;0,0000;58,0000;60,7000
saturate;23,1800;28,3904;0,0000;0,0000;0,0000;58,3000;57,6000
blue_noise_sample;20,5200;25,1452;0,0000;0,0000;0,0000;50,0000;52,6000
brownish_noise;21,2200;25,9891;0,0000;0,0000;0,0000;53,0000;53,1000
caustic_refraction;13,9600;17,1704;0,0000;0,0000;0,0000;37,4000;32,4000
checkerboard_cutout;18,2400;22,3416;0,0000;0,0000;0,0000;46,1000;45,1000
cocentric_sine_waves;10,7200;13,1635;0,0000;0,0000;0,0000;28,3000;25,3000
inverse_sparkles;10,7800;13,2058;0,0000;0,0000;0,0000;26,5000;27,4000
perlin_noise;23,5800;28,8824;0,0000;0,0000;0,0000;59,6000;58,3000
plasma_noise;11,8400;14,5148;0,0000;0,0000;0,0000;30,6000;28,6000
single_frequency_greyscale;9,9200;12,1694;0,0000;0,0000;0,0000;25,9000;23,7000
sparkles;25,8800;31,7027;0,0000;0,0000;0,0000;65,7000;63,7000
Acc_C-all-19;21,3916;26,1996;0,0000;0,0000;0,0000;53,2632;53,6947
Acc_C-original-15;21,6147;26,4725;0,0000;0,0000;0,0000;53,9333;54,1400
Acc_C-bar-10;16,6660;20,4157;0,0000;0,0000;0,0000;42,3100;41,0200
Acc_all-ex-pixelwise-noise-24;19,9233;24,4032;0,0000;0,0000;0,0000;50,3292;49,2875
RMSCE_C;0,0538;0,0659;0,0000;0,0000;0,0000;0,1323;0,1367
Combined_Noise;26,2600;32,1626;0,0000;0,0000;0,0000;65,2850;66,0150
