;config_127_avg;config_127_std;config_127_run_0;config_127_run_1;config_127_run_2;config_127_run_3;config_127_run_4
Standard_Acc;59,4870;0,2305;59,2800;59,2800;59,8650;59,6400;59,3700
RMSCE;0,0631;0,0066;0,0635;0,0680;0,0568;0,0548;0,0723
gaussian_noise;37,5200;3,3072;42,0000;32,2000;38,6000;35,8000;39,0000
shot_noise;39,6800;2,3634;38,7000;36,1000;43,1000;41,2000;39,3000
impulse_noise;34,6600;1,9966;34,4000;32,5000;32,5000;36,8000;37,1000
defocus_blur;34,7800;1,1409;34,1000;35,0000;34,2000;33,7000;36,9000
glass_blur;25,5800;0,9368;24,7000;25,4000;27,3000;25,7000;24,8000
motion_blur;45,7600;1,1271;45,2000;46,8000;47,4000;44,6000;44,8000
zoom_blur;36,0800;1,3526;35,0000;36,6000;34,9000;38,5000;35,4000
snow;48,8400;1,4080;48,1000;46,6000;48,9000;50,5000;50,1000
frost;51,6200;2,0459;52,4000;51,0000;54,0000;52,7000;48,0000
fog;48,1600;2,0056;49,2000;46,0000;48,0000;46,2000;51,4000
brightness;49,6800;2,2364;50,2000;47,1000;48,7000;48,7000;53,7000
contrast;25,0200;1,0361;23,2000;25,8000;25,1000;26,2000;24,8000
elastic_transform;47,9000;1,7607;48,9000;47,6000;47,3000;45,2000;50,5000
pixelate;52,9600;1,5239;54,9000;52,1000;54,2000;53,0000;50,6000
jpeg_compression;53,0000;0,3406;52,9000;53,1000;52,8000;52,6000;53,6000
speckle_noise;32,7200;1,6821;32,6000;29,7000;32,7000;34,2000;34,4000
gaussian_blur;26,4600;1,2971;24,1000;27,0000;27,4000;26,1000;27,7000
spatter;47,4800;1,0225;47,6000;45,7000;48,9000;47,6000;47,6000
saturate;45,2400;1,5435;43,8000;48,1000;44,7000;45,5000;44,1000
blue_noise_sample;34,8800;1,2205;32,8000;34,7000;35,9000;36,3000;34,7000
brownish_noise;41,2800;1,0741;40,1000;40,9000;42,7000;40,3000;42,4000
caustic_refraction;28,9800;0,7935;28,1000;28,0000;29,3000;30,0000;29,5000
checkerboard_cutout;33,0000;0,6293;32,3000;32,3000;33,8000;33,0000;33,6000
cocentric_sine_waves;30,3000;2,2208;31,9000;28,6000;33,9000;28,3000;28,8000
inverse_sparkles;23,5400;1,5028;25,5000;23,9000;24,3000;21,0000;23,0000
perlin_noise;50,2200;1,8192;49,3000;47,4000;52,9000;50,8000;50,7000
plasma_noise;20,6000;0,7127;21,0000;20,0000;21,7000;20,6000;19,7000
single_frequency_greyscale;27,8000;0,6782;28,8000;27,2000;28,0000;28,1000;26,9000
sparkles;50,8800;1,5930;51,1000;48,2000;52,9000;51,9000;50,3000
Acc_C-all-19;41,2179;0,5398;41,1579;40,2316;41,6158;41,3053;41,7789
Acc_C-original-15;42,0827;0,6093;42,2600;40,9267;42,4667;42,0933;42,6667
Acc_C-bar-10;34,1480;0,7807;34,0900;33,1200;35,5400;34,0300;33,9600
Acc_all-ex-pixelwise-noise-24;39,3817;0,4517;39,2667;38,7667;40,1375;39,2000;39,5375
RMSCE_C;0,1747;0,0072;0,1717;0,1850;0,1673;0,1681;0,1814
Combined_Noise;51,2970;0,9481;51,7150;49,6200;52,2850;51,9300;50,9350
