;config_453_avg;config_453_std;config_453_run_0;config_453_run_1;config_453_run_2;config_453_run_3;config_453_run_4
Standard_Acc;72,0230;0,3559;71,8650;71,4550;72,1500;72,1100;72,5350
RMSCE;0,0180;0,0044;0,0228;0,0189;0,0198;0,0190;0,0097
gaussian_noise;47,1800;0,5381;47,9000;47,2000;46,8000;47,6000;46,4000
shot_noise;51,2000;0,4290;50,9000;52,0000;50,9000;50,9000;51,3000
impulse_noise;48,3400;1,8747;47,7000;51,6000;45,8000;48,1000;48,5000
defocus_blur;52,8600;1,5461;54,7000;50,5000;54,3000;51,9000;52,9000
glass_blur;28,6000;0,8602;27,2000;28,5000;28,3000;29,4000;29,6000
motion_blur;56,1600;1,6776;53,6000;56,3000;58,3000;57,5000;55,1000
zoom_blur;45,7000;0,6957;44,7000;45,1000;46,0000;46,6000;46,1000
snow;60,0200;2,3172;59,5000;58,7000;56,7000;63,1000;62,1000
frost;60,8200;0,9704;61,4000;60,4000;61,5000;61,7000;59,1000
fog;64,8200;1,2400;63,0000;63,7000;66,0000;65,4000;66,0000
brightness;63,8000;1,4765;64,2000;61,5000;65,6000;62,8000;64,9000
contrast;53,7800;1,2921;52,2000;53,8000;52,5000;54,9000;55,5000
elastic_transform;58,4600;1,3514;60,3000;57,6000;57,2000;57,3000;59,9000
pixelate;61,1600;1,1253;63,2000;60,2000;60,1000;60,9000;61,4000
jpeg_compression;63,8600;1,1569;65,5000;63,7000;61,9000;64,2000;64,0000
speckle_noise;47,1600;1,2784;45,4000;47,7000;46,0000;47,8000;48,9000
gaussian_blur;44,8000;1,0714;44,1000;44,6000;43,4000;45,4000;46,5000
spatter;59,3800;1,9208;60,8000;56,4000;61,2000;57,8000;60,7000
saturate;59,6800;0,9988;59,5000;61,6000;59,4000;59,2000;58,7000
blue_noise_sample;53,3600;1,6329;52,2000;51,0000;55,1000;53,3000;55,2000
brownish_noise;54,3200;0,6554;54,3000;54,0000;53,3000;55,2000;54,8000
caustic_refraction;36,3600;2,3277;36,9000;31,8000;37,2000;38,3000;37,6000
checkerboard_cutout;45,4000;1,5684;44,0000;47,8000;43,4000;46,1000;45,7000
cocentric_sine_waves;28,1200;1,5237;27,9000;25,5000;30,1000;28,1000;29,0000
inverse_sparkles;26,1000;1,8536;28,6000;23,8000;26,9000;24,1000;27,1000
perlin_noise;59,9800;1,2624;59,2000;58,2000;61,2000;59,7000;61,6000
plasma_noise;28,5600;0,9562;28,3000;26,8000;29,2000;29,4000;29,1000
single_frequency_greyscale;26,1600;1,1360;25,0000;26,0000;26,6000;28,1000;25,1000
sparkles;62,9200;1,1409;62,9000;60,9000;63,8000;64,2000;62,8000
Acc_C-all-19;54,0937;0,3344;53,9895;53,7421;53,7842;54,3421;54,6105
Acc_C-original-15;54,4507;0,3358;54,4000;54,0533;54,1267;54,8200;54,8533
Acc_C-bar-10;42,1280;0,8324;41,9300;40,5800;42,6800;42,6500;42,8000
Acc_all-ex-pixelwise-noise-24;50,0758;0,5508;50,0417;49,0583;50,1708;50,4708;50,6375
RMSCE_C;0,1080;0,0049;0,1131;0,1128;0,1097;0,1035;0,1011
Combined_Noise;65,1010;0,4780;64,6950;64,3850;65,5300;65,3050;65,5900
