;config_371_avg;config_371_std;config_371_run_0;config_371_run_1;config_371_run_2;config_371_run_3;config_371_run_4
Standard_Acc;81,2680;7,4479;86,8850;87,5600;87,5900;71,9700;72,3350
RMSCE;0,0530;0,0159;0,0615;0,0698;0,0661;0,0361;0,0316
gaussian_noise;52,5200;4,6927;60,3000;54,0000;51,9000;46,0000;50,4000
shot_noise;57,4200;4,4799;62,8000;61,2000;58,7000;51,5000;52,9000
impulse_noise;55,4000;4,2124;60,4000;59,4000;55,8000;49,4000;52,0000
defocus_blur;57,8600;4,9706;63,1000;58,0000;63,6000;51,5000;53,1000
glass_blur;33,3600;2,7317;35,3000;33,9000;37,0000;29,5000;31,1000
motion_blur;61,5800;5,1402;66,5000;64,4000;66,3000;55,5000;55,2000
zoom_blur;53,7200;2,9983;57,5000;55,7000;55,0000;49,8000;50,6000
snow;67,3400;4,1166;71,1000;70,1000;70,7000;61,2000;63,6000
frost;68,1000;5,6784;72,3000;71,4000;74,3000;61,7000;60,8000
fog;72,4600;5,6337;77,6000;76,1000;77,4000;65,1000;66,1000
brightness;73,2400;5,8037;77,2000;77,6000;78,8000;64,5000;68,1000
contrast;57,3200;3,1231;56,4000;60,8000;61,2000;54,2000;54,0000
elastic_transform;65,8800;5,9074;71,3000;70,2000;70,5000;57,7000;59,7000
pixelate;70,1000;6,6906;76,3000;74,3000;75,9000;63,2000;60,8000
jpeg_compression;73,0200;6,4375;78,8000;78,2000;77,8000;64,8000;65,5000
speckle_noise;53,6200;3,7333;58,5000;54,8000;55,4000;47,4000;52,0000
gaussian_blur;51,4000;3,3888;52,2000;55,2000;54,7000;47,1000;47,8000
spatter;66,7200;5,4741;70,4000;71,1000;72,0000;59,7000;60,4000
saturate;66,4400;6,1879;69,5000;72,7000;72,0000;58,2000;59,8000
blue_noise_sample;58,2000;5,0323;62,0000;60,5000;64,1000;52,4000;52,0000
brownish_noise;61,7200;4,1504;64,8000;63,8000;66,4000;57,8000;55,8000
caustic_refraction;38,4800;2,3524;38,8000;39,4000;42,1000;37,0000;35,1000
checkerboard_cutout;51,7800;4,7237;54,7000;56,8000;55,2000;47,0000;45,2000
cocentric_sine_waves;32,7000;2,4682;35,0000;34,6000;34,5000;29,3000;30,1000
inverse_sparkles;30,9000;3,1394;34,3000;33,6000;31,8000;25,8000;29,0000
perlin_noise;67,0400;5,2129;69,3000;71,9000;72,2000;59,3000;62,5000
plasma_noise;33,6400;2,6598;34,7000;32,2000;38,2000;32,7000;30,4000
single_frequency_greyscale;29,8000;2,8192;32,2000;32,6000;31,3000;27,3000;25,6000
sparkles;70,2000;5,6395;74,9000;74,5000;75,0000;63,6000;63,0000
Acc_C-all-19;60,9211;4,6093;65,1316;64,1632;64,6842;54,6316;55,9947
Acc_C-original-15;61,2880;4,6420;65,7933;64,3533;64,9933;55,0400;56,2600
Acc_C-bar-10;47,4460;3,6156;50,0700;49,9900;51,0800;43,2200;42,8700
Acc_all-ex-pixelwise-noise-24;56,4500;4,3160;59,7583;59,5458;60,5792;50,9792;51,3875
RMSCE_C;0,1008;0,0160;0,0864;0,0891;0,0880;0,1228;0,1176
Combined_Noise;73,7120;6,3472;78,7450;79,0650;78,8600;65,5600;66,3300
