;config_369_avg;config_369_std;config_369_run_0;config_369_run_1;config_369_run_2;config_369_run_3;config_369_run_4
Standard_Acc;81,5990;7,5390;87,6750;87,7000;87,8850;72,1550;72,5800
RMSCE;0,0541;0,0125;0,0634;0,0660;0,0635;0,0369;0,0410
gaussian_noise;48,8000;4,9327;55,0000;51,9000;51,0000;41,9000;44,2000
shot_noise;55,2400;6,0622;60,5000;60,1000;59,1000;45,1000;51,4000
impulse_noise;54,1800;4,7436;56,9000;61,0000;54,9000;47,4000;50,7000
defocus_blur;56,6400;5,1290;64,0000;58,0000;59,4000;51,9000;49,9000
glass_blur;31,9200;3,9560;37,2000;31,7000;35,5000;27,3000;27,9000
motion_blur;60,7200;6,1421;66,1000;67,2000;63,4000;55,0000;51,9000
zoom_blur;52,6400;4,2476;57,7000;56,0000;54,0000;49,1000;46,4000
snow;66,6600;4,1117;71,7000;67,7000;69,7000;60,2000;64,0000
frost;68,5200;6,9789;76,2000;71,3000;74,7000;60,5000;59,9000
fog;72,0400;6,3802;77,2000;77,0000;77,5000;63,5000;65,0000
brightness;72,3000;6,6021;76,6000;77,9000;78,4000;63,1000;65,5000
contrast;57,6400;4,3093;59,5000;61,8000;61,4000;50,5000;55,0000
elastic_transform;66,2000;5,7896;72,9000;69,1000;70,3000;58,0000;60,7000
pixelate;69,3400;6,0579;74,3000;73,4000;75,1000;62,0000;61,9000
jpeg_compression;72,8400;7,2528;78,2000;77,6000;80,3000;63,2000;64,9000
speckle_noise;49,8000;5,5277;54,5000;54,9000;52,2000;40,2000;47,2000
gaussian_blur;49,7200;3,7833;54,4000;52,7000;50,9000;45,7000;44,9000
spatter;66,0200;5,8386;72,4000;68,6000;71,0000;58,3000;59,8000
saturate;66,2400;6,0678;70,8000;72,3000;70,4000;59,0000;58,7000
blue_noise_sample;58,2400;5,6276;61,2000;62,4000;64,6000;50,8000;52,2000
brownish_noise;61,9200;5,1863;67,6000;65,9000;64,7000;56,5000;54,9000
caustic_refraction;37,3400;2,9145;41,2000;37,4000;39,4000;36,0000;32,7000
checkerboard_cutout;50,8400;3,4442;53,0000;54,0000;53,8000;47,6000;45,8000
cocentric_sine_waves;30,2000;3,9192;33,1000;31,7000;34,9000;26,8000;24,5000
inverse_sparkles;29,5400;3,2555;34,2000;30,3000;31,2000;24,8000;27,2000
perlin_noise;66,6600;6,0052;72,4000;69,6000;72,4000;58,5000;60,4000
plasma_noise;33,9600;2,3432;37,0000;35,5000;34,6000;32,3000;30,4000
single_frequency_greyscale;28,7400;3,0585;31,1000;32,9000;29,0000;26,0000;24,7000
sparkles;71,6000;6,1965;76,6000;76,3000;76,8000;66,0000;62,3000
Acc_C-all-19;59,8663;5,2691;65,0579;63,6947;63,6421;52,7316;54,2053
Acc_C-original-15;60,3787;5,3051;65,6000;64,1133;64,3133;53,2467;54,6200
Acc_C-bar-10;46,9040;4,0170;50,7400;49,6000;50,1400;42,5300;41,5100
Acc_all-ex-pixelwise-noise-24;55,8433;4,7820;60,6417;58,9958;59,5333;50,0750;49,9708
RMSCE_C;0,1086;0,0217;0,0847;0,0918;0,0975;0,1310;0,1382
Combined_Noise;73,5170;6,8475;78,6150;78,9050;79,7550;64,5800;65,7300
