;config_253_avg
Standard_Acc;73,4300
RMSCE;0,0205
gaussian_noise;31,6600
shot_noise;36,3260
impulse_noise;34,6260
defocus_blur;29,8480
glass_blur;25,2840
motion_blur;40,0240
zoom_blur;33,9960
snow;44,8920
frost;48,6020
fog;47,1380
brightness;56,9800
contrast;22,4660
elastic_transform;44,9160
pixelate;58,5680
jpeg_compression;52,5920
speckle_noise;28,9880
gaussian_blur;31,0240
spatter;49,0660
saturate;51,2200
blue_noise_sample;51,7860
brownish_noise;54,9480
caustic_refraction;34,6100
checkerboard_cutout;46,3720
cocentric_sine_waves;31,4060
inverse_sparkles;28,7420
perlin_noise;60,0360
plasma_noise;28,7140
single_frequency_greyscale;28,5460
sparkles;64,6040
Acc_C-all-19;40,4324
Acc_C-original-15;40,5279
Acc_C-bar-10;42,9764
Acc_all-ex-pixelwise-noise-24;42,2748
RMSCE_C;0,1452
Combined_Noise;54,6900
