;config_129_avg;config_129_std;config_129_run_0;config_129_run_1;config_129_run_2;config_129_run_3;config_129_run_4
Standard_Acc;60,0630;0,2335;60,0200;59,6800;60,0000;60,2900;60,3250
RMSCE;0,0644;0,0098;0,0624;0,0655;0,0822;0,0531;0,0588
gaussian_noise;37,9000;2,8475;41,9000;35,6000;38,1000;34,0000;39,9000
shot_noise;40,1000;1,1261;38,5000;39,9000;39,6000;40,6000;41,9000
impulse_noise;33,1200;1,0167;32,8000;34,8000;31,8000;33,6000;32,6000
defocus_blur;39,9000;2,1138;40,8000;37,5000;41,4000;37,3000;42,5000
glass_blur;31,0200;1,5880;31,3000;28,2000;30,8000;33,0000;31,8000
motion_blur;49,1400;1,4347;48,6000;49,1000;51,9000;48,0000;48,1000
zoom_blur;39,0400;1,6596;37,2000;38,7000;37,5000;40,2000;41,6000
snow;50,2000;2,8615;49,6000;46,3000;48,2000;53,1000;53,8000
frost;52,4000;1,1261;52,6000;52,1000;54,3000;52,2000;50,8000
fog;50,2600;1,1465;51,3000;48,4000;49,6000;50,5000;51,5000
brightness;51,4800;1,3227;50,6000;49,4000;52,4000;51,9000;53,1000
contrast;34,0000;0,8922;32,6000;34,1000;35,4000;33,8000;34,1000
elastic_transform;50,1000;1,7309;51,8000;50,4000;48,1000;48,1000;52,1000
pixelate;54,1400;1,9694;56,9000;52,2000;54,8000;55,2000;51,6000
jpeg_compression;55,4200;0,8773;56,3000;56,4000;54,0000;55,2000;55,2000
speckle_noise;33,1000;2,3664;35,0000;31,6000;31,2000;30,9000;36,8000
gaussian_blur;33,4800;2,1461;33,5000;30,6000;32,0000;34,4000;36,9000
spatter;47,5600;1,5448;46,8000;45,0000;49,4000;47,9000;48,7000
saturate;47,6800;1,4119;45,7000;49,3000;47,1000;47,0000;49,3000
blue_noise_sample;37,2200;2,6141;33,0000;36,4000;41,0000;37,3000;38,4000
brownish_noise;44,2600;0,9666;43,2000;43,2000;45,5000;44,2000;45,2000
caustic_refraction;31,2600;1,7580;31,8000;27,9000;31,7000;33,1000;31,8000
checkerboard_cutout;33,2600;1,5147;31,4000;35,2000;32,2000;34,9000;32,6000
cocentric_sine_waves;33,8200;1,8148;32,8000;31,7000;36,5000;35,4000;32,7000
inverse_sparkles;23,8800;1,2828;25,4000;24,1000;24,2000;21,5000;24,2000
perlin_noise;52,0600;1,3154;52,4000;49,6000;53,5000;52,1000;52,7000
plasma_noise;21,9000;1,6149;20,8000;19,4000;23,4000;22,2000;23,7000
single_frequency_greyscale;31,3000;0,9099;30,7000;30,4000;31,9000;32,8000;30,7000
sparkles;51,0400;1,9418;50,2000;49,8000;51,9000;54,4000;48,9000
Acc_C-all-19;43,6863;0,7229;43,8842;42,6105;43,5579;43,5211;44,8579
Acc_C-original-15;44,5480;0,6002;44,8533;43,5400;44,5267;44,4467;45,3733
Acc_C-bar-10;36,0000;0,9194;35,1700;34,7700;37,1800;36,7900;36,0900
Acc_all-ex-pixelwise-noise-24;42,0250;0,6715;41,8458;40,7917;42,4042;42,4333;42,6500
RMSCE_C;0,1532;0,0090;0,1533;0,1589;0,1667;0,1428;0,1442
Combined_Noise;48,5360;0,3246;48,7100;47,9450;48,4900;48,9050;48,6300
