;config_495_avg;config_495_std;config_495_run_0;config_495_run_1;config_495_run_2
Standard_Acc;72,3200;0,0829;72,3000;72,4300;72,2300
RMSCE;0,0169;0,0020;0,0191;0,0143;0,0171
gaussian_noise;35,6140;0,7122;34,8700;35,3980;36,5740
shot_noise;39,6547;0,6984;38,9980;39,3440;40,6220
impulse_noise;39,3340;1,4755;37,2720;40,0880;40,6420
defocus_blur;46,6933;1,2315;45,0740;46,9480;48,0580
glass_blur;37,0560;0,4859;36,4660;37,6560;37,0460
motion_blur;52,3547;1,0000;51,0780;53,5200;52,4660
zoom_blur;49,0687;0,6422;48,1720;49,6420;49,3920
snow;48,0480;0,3528;48,1440;48,4240;47,5760
frost;50,8880;0,7972;50,2760;52,0140;50,3740
fog;53,2953;0,6751;52,5020;54,1520;53,2320
brightness;60,1587;0,4170;59,5780;60,3600;60,5380
contrast;39,4940;0,9652;38,1300;40,1300;40,2220
elastic_transform;55,3580;0,6938;54,4500;56,1340;55,4900
pixelate;57,7460;0,4794;57,3460;58,4200;57,4720
jpeg_compression;58,0967;0,6402;57,5920;59,0000;57,6980
speckle_noise;32,4427;1,1358;31,2160;32,1580;33,9540
gaussian_blur;49,5747;1,1368;48,1300;49,6860;50,9080
spatter;51,5747;0,3886;51,0340;51,9300;51,7600
saturate;54,6920;0,5498;53,9160;55,0380;55,1220
blue_noise_sample;56,9987;0,5050;56,3660;57,6020;57,0280
brownish_noise;55,7427;0,4194;55,5440;55,3580;56,3260
caustic_refraction;37,1300;0,2632;36,7620;37,3620;37,2660
checkerboard_cutout;48,4067;0,5802;47,7140;49,1340;48,3720
cocentric_sine_waves;30,8707;1,1475;31,9520;31,3780;29,2820
inverse_sparkles;28,0327;0,7573;28,9180;28,1120;27,0680
perlin_noise;59,6640;0,4369;59,7180;60,1700;59,1040
plasma_noise;31,1380;1,0764;30,2440;30,5180;32,6520
single_frequency_greyscale;27,9880;0,6194;28,5840;28,2460;27,1340
sparkles;64,5753;0,2372;64,2580;64,8280;64,6400
Acc_C-all-19;47,9549;0,6292;47,0655;48,4233;48,3761
Acc_C-original-15;48,1907;0,6175;47,3299;48,7487;48,4935
Acc_C-bar-10;44,0547;0,1603;44,0060;44,2708;43,8872
Acc_all-ex-pixelwise-noise-24;47,8186;0,3868;47,3159;48,2567;47,8833
RMSCE_C;0,0972;0,0047;0,1020;0,0909;0,0987
Combined_Noise;69,8300;0,3716;70,2900;69,3800;69,8200
