;config_150_avg;config_150_std;config_150_run_0;config_150_run_1;config_150_run_2;config_150_run_3;config_150_run_4
Standard_Acc;59,5260;0,3746;59,0150;59,2250;59,5850;59,7250;60,0800
RMSCE;0,0607;0,0079;0,0688;0,0630;0,0682;0,0482;0,0554
gaussian_noise;36,9200;2,2293;40,8000;34,9000;34,9000;36,1000;37,9000
shot_noise;39,6600;1,3544;39,1000;38,6000;38,3000;40,3000;42,0000
impulse_noise;33,2000;1,3971;34,8000;32,6000;31,0000;33,0000;34,6000
defocus_blur;39,1800;1,3833;37,2000;39,7000;41,0000;38,0000;40,0000
glass_blur;30,1000;1,1314;30,3000;29,0000;31,4000;31,2000;28,6000
motion_blur;49,2200;1,5092;48,7000;49,3000;51,7000;49,4000;47,0000
zoom_blur;38,5400;1,2847;36,6000;39,8000;37,9000;38,3000;40,1000
snow;50,2400;2,2402;49,8000;47,9000;48,0000;51,8000;53,7000
frost;51,8400;1,1465;52,3000;50,2000;53,2000;52,7000;50,8000
fog;50,7600;0,8114;51,0000;50,2000;49,7000;52,1000;50,8000
brightness;51,0400;1,6848;50,0000;50,4000;52,0000;49,0000;53,8000
contrast;32,3200;0,6079;31,6000;33,1000;31,7000;32,9000;32,3000
elastic_transform;49,0800;2,2004;53,1000;48,8000;47,3000;46,9000;49,3000
pixelate;53,5800;1,3437;54,2000;52,3000;55,6000;53,9000;51,9000
jpeg_compression;54,3200;1,8148;55,9000;55,2000;51,8000;52,5000;56,2000
speckle_noise;32,5000;1,2345;31,6000;32,6000;31,1000;32,5000;34,7000
gaussian_blur;33,4200;1,2544;31,2000;33,6000;33,5000;33,7000;35,1000
spatter;47,2800;0,8908;48,3000;45,7000;47,4000;47,1000;47,9000
saturate;46,6800;2,3912;44,2000;51,2000;46,1000;46,5000;45,4000
blue_noise_sample;36,4800;1,0477;35,8000;35,8000;38,4000;35,6000;36,8000
brownish_noise;44,4400;0,9091;43,7000;44,4000;43,2000;45,4000;45,5000
caustic_refraction;30,5600;0,9891;30,6000;28,9000;32,0000;30,8000;30,5000
checkerboard_cutout;33,2200;1,3526;31,8000;34,9000;32,9000;34,7000;31,8000
cocentric_sine_waves;33,2600;1,8768;33,5000;31,9000;36,8000;32,4000;31,7000
inverse_sparkles;23,5000;1,1296;24,9000;24,3000;23,1000;21,6000;23,6000
perlin_noise;51,6400;0,5352;52,2000;50,7000;52,1000;51,5000;51,7000
plasma_noise;22,4800;1,6449;21,9000;19,9000;24,5000;24,0000;22,1000
single_frequency_greyscale;30,8000;0,4472;30,7000;31,1000;30,0000;31,3000;30,9000
sparkles;50,5200;1,4497;50,9000;49,6000;52,1000;51,8000;48,2000
Acc_C-all-19;43,1516;0,3461;43,1947;42,9000;42,8211;43,0474;43,7947
Acc_C-original-15;44,0000;0,4195;44,3600;43,4667;43,7000;43,8733;44,6000
Acc_C-bar-10;35,6900;0,4876;35,6000;35,1500;36,5100;35,9100;35,2800
Acc_all-ex-pixelwise-noise-24;41,5842;0,1849;41,4417;41,3375;41,8750;41,6458;41,6208
RMSCE_C;0,1500;0,0045;0,1562;0,1496;0,1536;0,1439;0,1466
Combined_Noise;48,6690;0,6120;49,0050;48,0600;48,6750;49,6250;47,9800
