;config_81_avg
Standard_Acc;72,9900
RMSCE;0,0289
gaussian_noise;30,9120
shot_noise;35,8560
impulse_noise;37,7900
defocus_blur;41,9160
glass_blur;33,6440
motion_blur;50,1560
zoom_blur;48,9080
snow;45,1660
frost;50,0680
fog;52,7980
brightness;60,0220
contrast;37,0920
elastic_transform;55,4200
pixelate;54,3240
jpeg_compression;59,3020
speckle_noise;29,4400
gaussian_blur;44,9860
spatter;50,9780
saturate;54,5260
blue_noise_sample;58,2840
brownish_noise;54,6820
caustic_refraction;33,7620
checkerboard_cutout;46,6160
cocentric_sine_waves;26,6660
inverse_sparkles;27,4340
perlin_noise;57,6000
plasma_noise;30,1840
single_frequency_greyscale;23,2320
sparkles;64,2340
Acc_C-all-19;45,9634
Acc_C-original-15;46,2249
Acc_C-bar-10;42,2694
Acc_all-ex-pixelwise-noise-24;45,9882
RMSCE_C;0,1451
Combined_Noise;71,2900
