;config_237_avg
Standard_Acc;73,0200
RMSCE;0,0200
gaussian_noise;31,0060
shot_noise;35,8360
impulse_noise;33,7880
defocus_blur;27,0820
glass_blur;24,5980
motion_blur;37,7880
zoom_blur;31,0580
snow;44,8720
frost;48,3440
fog;46,1520
brightness;56,1660
contrast;22,7700
elastic_transform;42,8240
pixelate;58,0460
jpeg_compression;51,1280
speckle_noise;28,2500
gaussian_blur;27,9960
spatter;49,1680
saturate;50,4840
blue_noise_sample;51,5840
brownish_noise;55,0220
caustic_refraction;34,9820
checkerboard_cutout;44,8580
cocentric_sine_waves;33,0380
inverse_sparkles;29,4840
perlin_noise;60,4240
plasma_noise;27,2560
single_frequency_greyscale;29,0660
sparkles;64,8480
Acc_C-all-19;39,3345
Acc_C-original-15;39,4305
Acc_C-bar-10;43,0562
Acc_all-ex-pixelwise-noise-24;41,5606
RMSCE_C;0,1398
Combined_Noise;56,8300
