;config_167_avg
Standard_Acc;64,0300
RMSCE;0,0566
gaussian_noise;34,4320
shot_noise;36,8780
impulse_noise;34,8600
defocus_blur;34,6780
glass_blur;32,8640
motion_blur;41,8620
zoom_blur;36,3560
snow;42,1540
frost;44,4320
fog;41,9420
brightness;47,4900
contrast;23,9680
elastic_transform;43,3640
pixelate;50,3100
jpeg_compression;47,5340
speckle_noise;30,9060
gaussian_blur;36,4440
spatter;41,6940
saturate;43,3540
blue_noise_sample;43,0800
brownish_noise;47,4040
caustic_refraction;33,1120
checkerboard_cutout;38,6920
cocentric_sine_waves;31,9780
inverse_sparkles;26,9440
perlin_noise;54,3680
plasma_noise;26,5120
single_frequency_greyscale;29,5180
sparkles;56,2180
Acc_C-all-19;39,2380
Acc_C-original-15;39,5416
Acc_C-bar-10;38,7826
Acc_all-ex-pixelwise-noise-24;39,7163
RMSCE_C;0,1557
Combined_Noise;54,9200
