train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
5,3798;4,8482;9,0600;4,7258;6,5793;9,0600;6,5793
12,8690;4,3176;16,1600;4,2079;9,3034;16,1600;9,3034
18,3158;4,0102;18,6800;4,0858;9,6759;18,6800;9,6759
22,2196;3,8274;23,1400;3,8869;11,4483;23,1400;11,4483
25,9302;3,6561;27,0900;3,7208;13,2000;27,0900;13,2000
28,6811;3,5294;29,2700;3,5631;13,1724;29,2700;13,1724
31,0667;3,4328;32,5800;3,5325;15,0345;32,5800;15,0345
33,1332;3,3415;33,1800;3,4936;13,9586;33,1800;13,9586
35,1556;3,2570;35,6100;3,3824;16,4966;35,6100;16,4966
37,1540;3,1801;36,3200;3,2831;15,7655;36,3200;15,7655
38,6340;3,1115;39,6500;3,2020;16,5448;39,6500;16,5448
40,0280;3,0564;42,1200;3,0919;18,3448;42,1200;18,3448
41,7482;2,9961;44,3400;3,0139;20,4345;44,3400;20,4345
42,7749;2,9516;44,9300;2,9763;20,5241;44,9300;20,5241
44,0829;2,9035;46,6000;2,9279;21,6276;46,6000;21,6276
44,9755;2,8632;46,8000;2,9112;21,6345;46,8000;21,6345
45,7280;2,8304;48,1800;2,8330;22,3862;48,1800;22,3862
46,4615;2,8029;48,8800;2,8241;22,5241;48,8800;22,5241
46,9499;2,7943;49,8000;2,7845;23,4345;49,8000;23,4345
47,1220;2,7812;49,9900;2,7836;23,6621;49,9900;23,6621
38,6551;3,1148;37,4600;3,2308;17,4069;37,4600;17,4069
38,7892;3,1026;38,7700;3,2290;18,0621;38,7700;18,0621
39,7558;3,0689;42,6500;3,0470;19,8621;42,6500;19,8621
40,7025;3,0276;43,8700;3,0129;20,1103;43,8700;20,1103
41,7792;2,9912;43,3000;3,0763;19,5310;43,3000;19,5310
42,8490;2,9494;43,8000;3,0032;19,6966;43,8000;19,6966
43,1482;2,9317;45,1400;2,9285;21,2621;45,1400;21,2621
44,2180;2,8917;47,0300;2,8862;21,5034;47,0300;21,5034
44,8154;2,8711;47,0200;2,8702;21,6414;47,0200;21,6414
45,3888;2,8457;47,9400;2,8508;23,0000;47,9400;23,0000
46,0352;2,8204;47,7600;2,8364;24,0000;47,7600;24,0000
47,1340;2,7803;49,0800;2,8060;22,4828;49,0800;22,4828
47,3241;2,7615;49,3100;2,7675;22,9517;49,3100;22,9517
48,0807;2,7386;49,4500;2,7739;23,5379;49,4500;23,5379
48,6380;2,7145;51,2500;2,6525;24,0069;51,2500;24,0069
49,2825;2,6945;51,8200;2,7167;25,4138;51,8200;25,4138
49,8049;2,6721;51,4900;2,6666;23,7793;51,4900;23,7793
50,6234;2,6437;52,4600;2,6556;24,4759;52,4600;24,4759
51,0207;2,6202;53,3800;2,5980;27,1724;53,3800;27,1724
51,7903;2,5979;53,3000;2,6392;24,5034;53,3000;24,5034
