;config_53_avg;config_53_std;config_53_run_0;config_53_run_1;config_53_run_2
Standard_Acc;73,4533;0,2290;73,1300;73,6300;73,6000
RMSCE;0,0273;0,0019;0,0249;0,0295;0,0274
gaussian_noise;27,2840;1,3594;28,9800;25,6520;27,2200
shot_noise;32,7840;0,8058;33,8040;31,8340;32,7140
impulse_noise;33,3007;1,9175;36,0120;31,9040;31,9860
defocus_blur;36,6980;1,4194;38,6800;35,9820;35,4320
glass_blur;29,4647;0,6812;30,0080;28,5040;29,8820
motion_blur;47,4153;0,8830;48,3900;47,6040;46,2520
zoom_blur;43,5473;1,0597;44,7840;43,6620;42,1960
snow;45,3713;0,7408;45,1120;46,3800;44,6220
frost;48,6673;0,5244;48,8960;49,1640;47,9420
fog;52,9027;0,5871;53,6960;52,7180;52,2940
brightness;60,3367;0,2541;59,9780;60,5360;60,4960
contrast;37,7433;0,1352;37,6940;37,9280;37,6080
elastic_transform;54,1513;0,4204;54,7300;53,7440;53,9800
pixelate;52,1333;0,4263;52,6480;51,6040;52,1480
jpeg_compression;57,1167;0,5163;57,6860;57,2280;56,4360
speckle_noise;26,3113;0,8925;27,1980;25,0900;26,6460
gaussian_blur;38,0673;1,8878;40,6040;37,5200;36,0780
spatter;49,7833;0,7236;50,2920;50,2980;48,7600
saturate;54,6227;0,0245;54,6520;54,6240;54,5920
blue_noise_sample;52,6873;0,9098;51,9580;53,9700;52,1340
brownish_noise;56,0347;0,5024;56,5980;55,3780;56,1280
caustic_refraction;34,0487;0,6925;35,0280;33,5520;33,5660
checkerboard_cutout;46,4527;0,3446;46,2140;46,9400;46,2040
cocentric_sine_waves;26,9647;0,5632;26,1820;27,2280;27,4840
inverse_sparkles;27,9967;0,1457;28,1820;27,9820;27,8260
perlin_noise;58,1333;0,3485;58,6060;58,0180;57,7760
plasma_noise;30,5587;0,2833;30,7600;30,1580;30,7580
single_frequency_greyscale;25,0320;0,2599;24,6700;25,1580;25,2680
sparkles;64,1680;0,3270;64,5400;64,2200;63,7440
Acc_C-all-19;43,5632;0,6092;44,4128;43,2619;43,0149
Acc_C-original-15;43,9278;0,5809;44,7399;43,6296;43,4139
Acc_C-bar-10;42,2077;0,0842;42,2738;42,2604;42,0888
Acc_all-ex-pixelwise-noise-24;44,8921;0,3619;45,3596;44,8388;44,4780
RMSCE_C;0,1430;0,0036;0,1388;0,1476;0,1428
Combined_Noise;64,7600;0,3803;64,3100;65,2400;64,7300
