;config_483_avg
Standard_Acc;65,8600
RMSCE;0,0627
gaussian_noise;37,5280
shot_noise;39,1820
impulse_noise;39,1380
defocus_blur;32,5980
glass_blur;30,7000
motion_blur;39,0820
zoom_blur;35,8560
snow;41,1820
frost;44,0640
fog;40,0980
brightness;47,0340
contrast;21,3300
elastic_transform;41,4400
pixelate;51,3800
jpeg_compression;46,8480
speckle_noise;33,6460
gaussian_blur;34,4980
spatter;40,7320
saturate;41,3960
blue_noise_sample;46,7320
brownish_noise;47,4920
caustic_refraction;31,8120
checkerboard_cutout;40,7280
cocentric_sine_waves;30,5980
inverse_sparkles;26,6700
perlin_noise;54,7760
plasma_noise;26,5780
single_frequency_greyscale;25,8360
sparkles;57,4080
Acc_C-all-19;38,8280
Acc_C-original-15;39,1640
Acc_C-bar-10;38,8630
Acc_all-ex-pixelwise-noise-24;38,7557
RMSCE_C;0,1700
Combined_Noise;64,6500
