;config_247_avg
Standard_Acc;72,2600
RMSCE;0,0191
gaussian_noise;30,1860
shot_noise;34,9840
impulse_noise;33,4800
defocus_blur;31,2820
glass_blur;27,7660
motion_blur;41,8200
zoom_blur;35,0260
snow;47,3860
frost;49,0600
fog;47,3540
brightness;58,2040
contrast;23,7040
elastic_transform;47,8420
pixelate;58,0760
jpeg_compression;54,0880
speckle_noise;27,4360
gaussian_blur;32,0760
spatter;50,9360
saturate;51,6480
blue_noise_sample;50,7280
brownish_noise;54,7440
caustic_refraction;36,9000
checkerboard_cutout;44,8580
cocentric_sine_waves;34,3000
inverse_sparkles;28,5520
perlin_noise;60,0340
plasma_noise;29,7400
single_frequency_greyscale;31,3840
sparkles;64,2640
Acc_C-all-19;41,1765
Acc_C-original-15;41,3505
Acc_C-bar-10;43,5504
Acc_all-ex-pixelwise-noise-24;43,3768
RMSCE_C;0,1295
Combined_Noise;56,4400
