;config_518_avg
Standard_Acc;64,5600
RMSCE;0,0698
gaussian_noise;20,9740
shot_noise;25,3460
impulse_noise;22,6260
defocus_blur;19,1680
glass_blur;18,0900
motion_blur;25,3240
zoom_blur;22,0000
snow;27,8600
frost;31,0480
fog;26,0000
brightness;35,9660
contrast;9,5280
elastic_transform;30,9700
pixelate;42,0560
jpeg_compression;38,7380
speckle_noise;19,7000
gaussian_blur;20,3140
spatter;31,7600
saturate;31,2380
blue_noise_sample;34,2720
brownish_noise;40,9420
caustic_refraction;24,5360
checkerboard_cutout;36,4880
cocentric_sine_waves;22,7960
inverse_sparkles;25,7320
perlin_noise;43,0180
plasma_noise;19,2000
single_frequency_greyscale;18,1260
sparkles;55,8060
Acc_C-all-19;26,2477
Acc_C-original-15;26,3796
Acc_C-bar-10;32,0916
Acc_all-ex-pixelwise-noise-24;29,0293
RMSCE_C;0,2520
Combined_Noise;56,7000
