;config_450_avg;config_450_std;config_450_run_0;config_450_run_1;config_450_run_2;config_450_run_3;config_450_run_4
Standard_Acc;70,7090;0,3132;70,7450;70,4400;70,2900;70,9150;71,1550
RMSCE;0,0321;0,0060;0,0323;0,0325;0,0418;0,0312;0,0227
gaussian_noise;48,6000;2,9257;53,6000;50,2000;45,8000;47,0000;46,4000
shot_noise;51,9800;1,8519;53,8000;52,7000;50,3000;49,3000;53,8000
impulse_noise;50,1000;1,7263;51,5000;51,6000;46,9000;49,8000;50,7000
defocus_blur;52,8600;1,7511;53,6000;51,1000;55,0000;54,1000;50,5000
glass_blur;31,9000;1,2345;32,9000;32,0000;33,4000;31,3000;29,9000
motion_blur;55,8800;0,9928;57,5000;55,5000;56,5000;55,1000;54,8000
zoom_blur;48,6800;2,6134;44,8000;52,1000;46,8000;50,6000;49,1000
snow;60,5800;2,8074;60,4000;57,2000;57,8000;63,5000;64,0000
frost;61,4000;1,2946;61,9000;61,2000;61,1000;63,4000;59,4000
fog;62,8200;1,4091;63,2000;60,4000;62,8000;62,9000;64,8000
brightness;63,4600;1,4705;63,3000;61,8000;64,3000;62,1000;65,8000
contrast;52,0600;1,7095;50,1000;50,7000;51,3000;54,0000;54,2000
elastic_transform;59,6200;1,2352;61,5000;58,5000;58,2000;59,4000;60,5000
pixelate;61,3600;2,1378;63,5000;57,8000;61,3000;63,6000;60,6000
jpeg_compression;63,0400;2,1518;66,1000;63,5000;59,4000;62,7000;63,5000
speckle_noise;48,7000;1,7944;50,5000;49,6000;47,3000;45,9000;50,2000
gaussian_blur;47,3800;2,0351;43,8000;47,7000;49,1000;49,5000;46,8000
spatter;57,0400;1,4637;57,9000;54,4000;58,3000;56,5000;58,1000
saturate;59,0600;1,0763;59,9000;60,3000;57,5000;58,1000;59,5000
blue_noise_sample;49,5800;1,6904;47,6000;48,5000;51,4000;48,6000;51,8000
brownish_noise;54,9800;1,2983;54,1000;53,3000;55,8000;57,0000;54,7000
caustic_refraction;36,1400;1,0632;35,1000;36,6000;35,7000;38,0000;35,3000
checkerboard_cutout;45,6200;1,6975;42,9000;48,0000;46,6000;45,6000;45,0000
cocentric_sine_waves;29,5000;0,7772;29,3000;28,7000;30,6000;30,2000;28,7000
inverse_sparkles;26,9000;0,9099;27,8000;27,5000;26,3000;25,4000;27,5000
perlin_noise;58,8800;0,8304;60,3000;58,3000;57,9000;58,7000;59,2000
plasma_noise;31,7600;1,1056;30,6000;30,3000;33,1000;32,5000;32,3000
single_frequency_greyscale;26,4000;0,5404;27,4000;26,1000;26,3000;26,4000;25,8000
sparkles;61,7600;1,4122;63,0000;59,4000;62,0000;63,3000;61,1000
Acc_C-all-19;54,5537;0,5082;55,2526;54,1211;53,8474;54,6737;54,8737
Acc_C-original-15;54,9560;0,6374;55,8467;54,4200;54,0600;55,2533;55,2000
Acc_C-bar-10;42,1520;0,3739;41,8100;41,6700;42,5700;42,5700;42,1400
Acc_all-ex-pixelwise-noise-24;50,3783;0,4205;50,4542;49,6833;50,2958;50,9958;50,4625
RMSCE_C;0,1159;0,0040;0,1155;0,1168;0,1227;0,1140;0,1105
Combined_Noise;64,6540;0,3308;65,0600;64,4300;64,2250;64,5350;65,0200
