;config_273_avg
Standard_Acc;74,0700
RMSCE;0,0344
gaussian_noise;32,9620
shot_noise;37,3120
impulse_noise;34,9200
defocus_blur;22,7420
glass_blur;23,6140
motion_blur;33,0320
zoom_blur;25,9580
snow;42,0960
frost;46,1920
fog;41,4620
brightness;55,8680
contrast;18,8760
elastic_transform;40,3860
pixelate;54,0600
jpeg_compression;48,9960
speckle_noise;31,2960
gaussian_blur;23,5340
spatter;47,2800
saturate;49,2320
blue_noise_sample;49,2080
brownish_noise;56,3440
caustic_refraction;31,9540
checkerboard_cutout;46,4740
cocentric_sine_waves;31,1980
inverse_sparkles;30,1020
perlin_noise;58,0260
plasma_noise;32,2840
single_frequency_greyscale;26,8080
sparkles;64,9960
Acc_C-all-19;37,3588
Acc_C-original-15;37,2317
Acc_C-bar-10;42,7394
Acc_all-ex-pixelwise-noise-24;39,6464
RMSCE_C;0,1758
Combined_Noise;57,1700
