;config_144_avg;config_144_std;config_144_run_0;config_144_run_1;config_144_run_2;config_144_run_3;config_144_run_4
Standard_Acc;71,8700;0,1747;72,1150;71,7750;71,9400;71,5950;71,9250
RMSCE;0,0217;0,0063;0,0108;0,0218;0,0233;0,0224;0,0303
gaussian_noise;37,3400;1,2403;39,3000;37,4000;37,5000;37,1000;35,4000
shot_noise;39,6600;1,8532;39,6000;42,2000;39,5000;40,5000;36,5000
impulse_noise;24,6200;2,3978;27,7000;25,9000;22,0000;21,6000;25,9000
defocus_blur;41,3200;2,3481;41,9000;40,8000;37,1000;43,9000;42,9000
glass_blur;23,6600;1,6572;21,9000;25,4000;21,7000;25,6000;23,7000
motion_blur;53,1600;0,6651;53,7000;53,0000;53,9000;53,2000;52,0000
zoom_blur;38,9200;1,3615;39,6000;37,9000;36,8000;39,8000;40,5000
snow;58,1800;2,5151;58,9000;57,7000;53,8000;61,5000;59,0000
frost;60,3800;0,6853;61,6000;60,3000;59,9000;60,5000;59,6000
fog;60,3400;1,4921;60,0000;58,1000;59,7000;61,5000;62,4000
brightness;58,6800;1,6845;56,7000;56,6000;60,4000;59,5000;60,2000
contrast;37,2600;1,1110;38,2000;37,7000;36,2000;35,7000;38,5000
elastic_transform;54,4600;1,4732;55,4000;54,3000;51,9000;54,4000;56,3000
pixelate;62,3000;1,3491;63,9000;60,3000;63,7000;61,6000;62,0000
jpeg_compression;64,3000;0,8000;65,4000;64,1000;63,0000;64,8000;64,2000
speckle_noise;29,8200;1,3905;29,9000;32,0000;28,6000;28,1000;30,5000
gaussian_blur;31,8400;1,6645;30,6000;33,5000;29,2000;33,2000;32,7000
spatter;57,4400;0,8015;55,9000;57,9000;58,0000;57,4000;58,0000
saturate;56,1000;0,7537;55,4000;56,8000;57,2000;55,7000;55,4000
blue_noise_sample;45,7800;2,1517;42,0000;45,3000;46,7000;46,4000;48,5000
brownish_noise;52,2400;1,8991;49,9000;53,4000;50,5000;52,3000;55,1000
caustic_refraction;37,3800;0,6400;36,2000;37,2000;37,8000;37,9000;37,8000
checkerboard_cutout;38,6200;0,5706;38,8000;38,0000;39,1000;37,9000;39,3000
cocentric_sine_waves;33,3400;0,8890;33,9000;32,3000;33,7000;32,3000;34,5000
inverse_sparkles;26,7000;1,1747;28,5000;25,3000;27,6000;25,9000;26,2000
perlin_noise;60,0800;1,6339;59,1000;58,0000;60,8000;59,7000;62,8000
plasma_noise;20,1400;1,1324;18,8000;19,9000;20,9000;21,9000;19,2000
single_frequency_greyscale;29,4000;1,2490;30,3000;28,5000;28,1000;28,7000;31,4000
sparkles;63,5400;1,3366;65,7000;63,8000;62,9000;63,7000;61,6000
Acc_C-all-19;46,8305;0,5235;47,1368;46,9421;45,7947;47,1368;47,1421
Acc_C-original-15;47,6387;0,6416;48,2533;47,4467;46,4733;48,0800;47,9400
Acc_C-bar-10;40,7220;0,5137;40,3200;40,1700;40,8100;40,6700;41,6400
Acc_all-ex-pixelwise-noise-24;46,6575;0,4757;46,6792;46,2833;45,9958;47,0250;47,3042
RMSCE_C;0,1286;0,0081;0,1205;0,1193;0,1372;0,1274;0,1387
Combined_Noise;53,7440;0,2717;54,1800;53,8850;53,4150;53,7200;53,5200
