;config_140_avg;config_140_std;config_140_run_0;config_140_run_1;config_140_run_2;config_140_run_3;config_140_run_4
Standard_Acc;72,6500;0,1141;72,4600;72,5800;72,7050;72,7450;72,7600
RMSCE;0,0365;0,0045;0,0429;0,0295;0,0344;0,0389;0,0369
gaussian_noise;11,8800;2,8923;15,2000;8,1000;9,0000;14,7000;12,4000
shot_noise;14,5000;3,1642;18,2000;9,0000;14,5000;16,9000;13,9000
impulse_noise;16,3000;1,9980;15,9000;13,6000;15,8000;19,8000;16,4000
defocus_blur;33,2600;1,4527;32,2000;33,6000;35,9000;31,8000;32,8000
glass_blur;16,3600;0,9351;16,5000;17,8000;15,0000;16,7000;15,8000
motion_blur;41,1000;1,1967;42,2000;40,7000;42,8000;40,0000;39,8000
zoom_blur;33,4400;1,4193;33,7000;35,1000;33,7000;33,9000;30,8000
snow;53,3200;2,9996;53,7000;49,8000;50,2000;55,2000;57,7000
frost;57,3600;0,7283;58,0000;57,7000;57,0000;58,0000;56,1000
fog;54,4600;2,0480;53,6000;51,6000;56,5000;53,5000;57,1000
brightness;56,9600;1,5525;57,0000;55,8000;59,9000;55,6000;56,5000
contrast;24,4800;1,3877;22,0000;25,6000;25,5000;23,9000;25,4000
elastic_transform;54,2600;1,3662;54,5000;56,3000;53,5000;52,2000;54,8000
pixelate;53,9800;3,0734;55,9000;48,2000;54,6000;57,1000;54,1000
jpeg_compression;63,5400;1,1792;64,8000;63,8000;61,6000;62,9000;64,6000
speckle_noise;8,8400;2,2214;10,8000;5,1000;7,5000;10,7000;10,1000
gaussian_blur;24,6400;1,7083;22,1000;27,4000;25,1000;24,1000;24,5000
spatter;57,0200;1,3288;56,8000;55,5000;57,5000;56,0000;59,3000
saturate;52,5800;1,4344;52,4000;54,6000;51,0000;53,8000;51,1000
blue_noise_sample;38,2400;1,6500;37,3000;36,0000;40,6000;37,7000;39,6000
brownish_noise;50,8000;0,6387;51,7000;50,1000;50,1000;50,8000;51,3000
caustic_refraction;32,9200;1,0647;31,1000;32,5000;33,6000;34,2000;33,2000
checkerboard_cutout;41,2200;1,1338;40,1000;42,9000;39,9000;42,0000;41,2000
cocentric_sine_waves;25,3800;1,4797;24,9000;25,3000;28,1000;25,0000;23,6000
inverse_sparkles;27,1400;1,3109;28,4000;25,6000;27,5000;25,6000;28,6000
perlin_noise;55,5000;1,7743;52,9000;55,0000;58,3000;55,0000;56,3000
plasma_noise;18,6400;2,6605;18,2000;14,4000;19,8000;22,6000;18,2000
single_frequency_greyscale;22,2200;1,5224;19,4000;22,4000;23,9000;22,3000;23,1000
sparkles;62,8800;1,9984;63,3000;61,3000;65,8000;63,9000;60,1000
Acc_C-all-19;38,3305;0,5326;38,7105;37,3316;38,2421;38,7789;38,5895
Acc_C-original-15;39,0133;0,6447;39,5600;37,7800;39,0333;39,4800;39,2133
Acc_C-bar-10;37,4940;0,8064;36,7300;36,5500;38,7600;37,9100;37,5200
Acc_all-ex-pixelwise-noise-24;42,2275;0,3564;41,8917;41,7917;42,7833;42,3375;42,3333
RMSCE_C;0,2113;0,0066;0,2066;0,2170;0,2214;0,2064;0,2050
Combined_Noise;50,4030;1,8454;51,6800;47,2650;49,6150;52,5700;50,8850
