;config_376_avg;config_376_std;config_376_run_0;config_376_run_1;config_376_run_2;config_376_run_3;config_376_run_4
Standard_Acc;29,0620;35,5935;0,0000;0,0000;0,0000;72,6250;72,6850
RMSCE;0,0142;0,0174;0,0000;0,0000;0,0000;0,0360;0,0348
gaussian_noise;-66244433435491771834447140461716248079191557917457146653913962365045930955958957658777241083876242063064121178488524925477552302346184457577040403931669968941335734889174008112333367068247058813221632028710997757301408120923603129597952,0000;inf;-331222167177458836580124032642841264803087051950262826458738517012609457312579341392335562529793211068329237930602648860204837525458949662898827092631222263694253966550301189115298103479506329485051580201926766996448164773941772722110464,0000;0,0000;0,0000;45,1000;45,8000
shot_noise;19,8400;24,3352;0,0000;0,0000;0,0000;47,5000;51,7000
impulse_noise;-4514327689470961093626011350271610149147733957244950063683293587033199474632248233573914601141646603899930059822465165713605345387466137748489518297681856991773050156151356610075257695650910176389196321739282381941602064933807194112,0000;inf;0,0000;-22571638447354806847043122526854875427920721643953199220444745206444085597478590221919294861762188051664650785064472787014250114771313392904213639280592364854643126018523436581038442522549531630301485755524306306073908507693709000704,0000;0,0000;48,5000;49,3000
defocus_blur;-2958778070482780490256530887609186886546233217499521529031508845874675805695744701406222676520939260153107146910801739102336972445373085930518167318344015644451598740158337474604336625869017265023654588915025003341537645739047387136,0000;inf;-14793890352413902451282654438045934432731166087497607645157544229373379028478723507031113382604696300765535734554008695511684862226865429652590836591720078222257993700791687373021683129345086325118272944575125016707688228695236935680,0000;0,0000;0,0000;49,7000;52,1000
glass_blur;11,7200;14,3540;0,0000;0,0000;0,0000;29,3000;29,3000
motion_blur;12771035495420181979507685316498062668270508668863318400540988369363454052230234112,0000;25542070990840363959015370632996125336541017337726636801081976738726908104460468224,0000;33364740773820190494145081386189480112888664293376,0000;63855177477100911582535093279405300508040986283043509105026468255603050330126811136,0000;0,0000;50,8000;53,0000
zoom_blur;-4361605764835277993069007675989024332578772698563118447837902773453630857769192923372591416191513462274900359759848439817717385935809837160720952249002304438566213497770067190649691952394928372559815257648298244939963384082064211968,0000;inf;0,0000;-21808028824176391344258104155441946345075915350544041141217791138546242513163313670912678937011522343539502284751389157534810317513031889965370809037194602088608942726616989483910613806269622611154580435069385621065715103434994089984,0000;0,0000;50,5000;48,4000
snow;25,6400;31,4041;0,0000;0,0000;0,0000;63,6000;64,6000
frost;1113908476540633607900924798195071485216665608342229172927266931780169992001549577136307707923383508560855759906182286653244724737348289100145400734229848252589167573094323862356075126745519607100737032535944051294208,0000;inf;5569542382703167733324417074891455116842677954108670581996848245034227382919275972161515644832527191903540748975773328031686765866496374127112972188207079697775751722173029573506867303360290496425292266092532991000576,0000;0,0000;-0,0000;62,4000;60,2000
fog;26,4000;32,3335;-0,0000;0,0000;0,0000;66,2000;65,8000
brightness;25,9800;31,8536;0,0000;0,0000;0,0000;62,6000;67,3000
contrast;21,5200;26,3592;0,0000;0,0000;-0,0000;53,2000;54,4000
elastic_transform;23,2400;28,4665;0,0000;-0,0000;0,0000;57,4000;58,8000
pixelate;24,1000;29,5164;-0,0000;0,0000;0,0000;60,3000;60,2000
jpeg_compression;25,9600;31,7944;0,0000;0,0000;0,0000;64,9000;64,9000
speckle_noise;5057270582651678889974379461897234250400958070309390983990065734427460413358259937838394450491100239017517237391065088,0000;10114541165303355540204016745990257943359635572174503846334634234205385926727418911884917720821255097157541203175014400,0000;25286352913258394449871897309486171252004790351546954919950328672137302066791299689191972252455501195087586186955325440,0000;0,0000;0,0000;43,4000;48,2000
gaussian_blur;18,3200;22,4730;0,0000;0,0000;0,0000;43,8000;47,8000
