;config_280_avg
Standard_Acc;72,0200
RMSCE;0,0136
gaussian_noise;31,4940
shot_noise;36,2300
impulse_noise;34,1160
defocus_blur;29,1580
glass_blur;28,1680
motion_blur;39,1860
zoom_blur;32,5200
snow;47,4260
frost;49,7000
fog;48,1600
brightness;57,5680
contrast;25,2140
elastic_transform;43,9640
pixelate;58,1040
jpeg_compression;51,8560
speckle_noise;28,4760
gaussian_blur;29,8580
spatter;49,6160
saturate;50,3520
blue_noise_sample;51,5480
brownish_noise;54,4480
caustic_refraction;35,0800
checkerboard_cutout;45,8240
cocentric_sine_waves;34,8180
inverse_sparkles;29,6640
perlin_noise;61,2600
plasma_noise;28,6900
single_frequency_greyscale;31,0960
sparkles;64,0820
Acc_C-all-19;40,5877
Acc_C-original-15;40,8576
Acc_C-bar-10;43,6510
Acc_all-ex-pixelwise-noise-24;42,7422
RMSCE_C;0,1185
Combined_Noise;54,6100
