;config_236_avg
Standard_Acc;73,5700
RMSCE;0,0231
gaussian_noise;34,1720
shot_noise;38,5220
impulse_noise;36,1440
defocus_blur;24,8260
glass_blur;25,5940
motion_blur;36,3520
zoom_blur;28,4720
snow;47,0140
frost;49,9500
fog;46,1840
brightness;56,5160
contrast;22,1980
elastic_transform;42,4660
pixelate;57,5740
jpeg_compression;50,3460
speckle_noise;31,4980
gaussian_blur;25,8500
spatter;50,3000
saturate;50,2640
blue_noise_sample;52,6000
brownish_noise;55,1880
caustic_refraction;37,1440
checkerboard_cutout;45,9440
cocentric_sine_waves;32,9460
inverse_sparkles;29,8380
perlin_noise;61,5400
plasma_noise;30,0480
single_frequency_greyscale;30,4600
sparkles;65,1980
Acc_C-all-19;39,6969
Acc_C-original-15;39,7553
Acc_C-bar-10;44,0906
Acc_all-ex-pixelwise-noise-24;41,7588
RMSCE_C;0,1508
Combined_Noise;58,4000
