;config_183_avg
Standard_Acc;74,1300
RMSCE;0,0345
gaussian_noise;26,7880
shot_noise;32,9800
impulse_noise;29,8960
defocus_blur;28,8000
glass_blur;23,3760
motion_blur;39,1220
zoom_blur;34,2160
snow;42,6580
frost;46,6020
fog;44,0500
brightness;56,9060
contrast;19,0240
elastic_transform;43,8540
pixelate;56,5860
jpeg_compression;51,4520
speckle_noise;25,7800
gaussian_blur;30,0960
spatter;48,0880
saturate;50,9220
blue_noise_sample;48,2800
brownish_noise;55,1800
caustic_refraction;32,2060
checkerboard_cutout;45,9400
cocentric_sine_waves;28,8520
inverse_sparkles;30,9520
perlin_noise;57,3260
plasma_noise;29,7380
single_frequency_greyscale;25,5200
sparkles;65,5040
Acc_C-all-19;38,4840
Acc_C-original-15;38,4207
Acc_C-bar-10;41,9498
Acc_all-ex-pixelwise-noise-24;41,1237
RMSCE_C;0,1740
Combined_Noise;54,4900
