train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
5,0780;4,8673;9,5800;4,5065;4,6966;9,5800;4,6966
11,2430;4,4193;16,3800;4,1227;6,6069;16,3800;6,6069
15,9600;4,1558;20,7200;3,9296;9,6759;20,7200;9,6759
19,6740;3,9725;24,7700;3,7984;10,6621;24,7700;10,6621
22,9380;3,8238;27,5900;3,6965;12,1310;27,5900;12,1310
25,4260;3,7061;30,1800;3,5047;12,4828;30,1800;12,4828
27,6540;3,5981;34,4300;3,4302;15,2000;34,4300;15,2000
29,6850;3,5080;34,8900;3,3972;16,6069;34,8900;16,6069
31,6880;3,4259;38,5600;3,2091;16,5655;38,5600;16,5655
33,5070;3,3497;41,6500;3,0987;19,4897;41,6500;19,4897
35,0930;3,2798;42,5600;3,0683;19,7862;42,5600;19,7862
36,5980;3,2212;44,2100;3,0302;20,5379;44,2100;20,5379
37,9850;3,1588;46,7300;2,9126;21,2207;46,7300;21,2207
39,4350;3,1050;47,1900;2,9043;21,3448;47,1900;21,3448
40,5420;3,0509;48,1300;2,8714;22,2138;48,1300;22,2138
42,1070;2,9992;49,7600;2,8093;23,7172;49,7600;23,7172
42,8930;2,9639;50,0200;2,8098;22,9862;50,0200;22,9862
43,5790;2,9410;50,8300;2,7968;24,8345;50,8300;24,8345
44,2340;2,9112;51,2800;2,7721;24,7310;51,2800;24,7310
44,5200;2,9049;51,0700;2,7644;24,4276;51,0700;24,4276
34,9370;3,2877;40,7200;3,0940;18,1310;40,7200;18,1310
35,4900;3,2681;42,9100;3,0785;21,0552;42,9100;21,0552
36,2310;3,2292;44,0000;2,9827;20,1655;44,0000;20,1655
37,1460;3,1902;44,5400;2,9815;21,3034;44,5400;21,3034
38,0820;3,1529;45,5900;2,9341;20,9517;45,5900;20,9517
39,2320;3,1080;47,3600;2,8824;22,2069;47,3600;22,2069
39,8990;3,0740;47,0600;2,8690;23,2414;47,0600;23,2414
40,9330;3,0400;48,7300;2,8641;23,0345;48,7300;23,0345
41,4880;3,0107;49,1900;2,8202;26,0483;49,1900;26,0483
42,5900;2,9776;49,9100;2,7927;24,7448;49,9100;24,7448
43,1890;2,9447;51,4800;2,7166;27,2759;51,4800;27,2759
44,1510;2,9081;51,0000;2,7507;27,1379;51,0000;27,1379
44,7920;2,8851;52,6600;2,6266;27,1241;52,6600;27,1241
45,3360;2,8610;53,3200;2,6906;26,7379;53,3200;26,7379
46,1520;2,8270;52,9600;2,6441;25,8690;52,9600;25,8690
47,0290;2,7975;54,0400;2,6356;27,4552;54,0400;27,4552
47,4210;2,7706;55,0600;2,6043;27,5655;55,0600;27,5655
48,4410;2,7378;56,2300;2,5892;29,0138;56,2300;29,0138
49,1930;2,7098;55,9500;2,5694;28,5655;55,9500;28,5655
49,9860;2,6826;56,5400;2,5521;28,9103;56,5400;28,9103
50,6700;2,6576;57,4400;2,5061;29,6966;57,4400;29,6966
51,4670;2,6319;57,6800;2,4977;30,5586;57,6800;30,5586
52,0390;2,6023;58,4700;2,4857;30,2621;58,4700;30,2621
52,8180;2,5713;59,3200;2,4590;31,4759;59,3200;31,4759
53,4800;2,5462;59,9500;2,3896;32,0483;59,9500;32,0483
54,0730;2,5236;59,8900;2,4192;31,5655;59,8900;31,5655
54,8530;2,4985;60,9800;2,3986;32,9310;60,9800;32,9310
55,8220;2,4683;60,3100;2,4012;31,9862;60,3100;31,9862
56,4250;2,4391;61,2100;2,3751;32,1931;61,2100;32,1931
57,0820;2,4169;61,6700;2,3758;33,7586;61,6700;33,7586
57,5090;2,3999;61,7700;2,3511;33,6966;61,7700;33,6966
58,5410;2,3711;62,2200;2,3213;33,2138;62,2200;33,2138
59,0700;2,3503;62,5500;2,3285;34,5034;62,5500;34,5034
59,2460;2,3382;62,6900;2,3164;34,1517;62,6900;34,1517
59,7850;2,3229;62,9900;2,3087;34,5862;62,9900;34,5862
60,1570;2,3081;62,9900;2,3102;34,1586;62,9900;34,1586
60,4390;2,3033;63,0800;2,2994;34,5172;63,0800;34,5172
60,6580;2,2927;63,1800;2,3010;34,6207;63,1800;34,6207
60,9110;2,2885;63,1800;2,3012;34,5517;63,1800;34,5517
60,9850;2,2808;63,0800;2,3005;34,6552;63,0800;34,6552
47,1290;2,7793;53,1800;2,6669;26,5724;53,1800;26,5724
46,5370;2,8070;53,7800;2,6708;27,1586;53,7800;27,1586
46,8300;2,8008;54,5600;2,6214;28,5448;54,5600;28,5448
47,3770;2,7814;52,5800;2,7134;26,3034;52,5800;26,3034
47,5070;2,7690;54,7600;2,6440;27,7586;54,7600;27,7586
47,7170;2,7590;55,5100;2,5840;28,9034;55,5100;28,9034
48,2920;2,7422;52,8700;2,7061;27,3310;52,8700;27,3310
48,5540;2,7269;55,5100;2,5866;27,0828;55,5100;27,0828
49,1650;2,7097;54,2200;2,6609;27,7379;54,2200;27,7379
49,5620;2,6937;55,7100;2,6021;28,4759;55,7100;28,4759
49,8560;2,6844;56,4900;2,5524;28,7931;56,4900;28,7931
50,1010;2,6722;55,1700;2,5995;29,3379;55,1700;29,3379
50,4600;2,6523;56,4000;2,5710;30,7241;56,4000;30,7241
50,8610;2,6357;56,4100;2,5682;29,6897;56,4100;29,6897
51,1890;2,6325;56,2700;2,5825;29,7862;56,2700;29,7862
