;config_571_avg;config_571_std;config_571_run_0;config_571_run_1;config_571_run_2;config_571_run_3;config_571_run_4
Standard_Acc;96,2680;0,1350;96,0300;96,3400;96,2100;96,4000;96,3600
RMSCE;0,0455;0,0026;0,0473;0,0469;0,0419;0,0485;0,0429
gaussian_noise;86,1600;0,8139;86,4000;87,2000;84,8000;85,8000;86,6000
shot_noise;87,9000;0,2280;87,8000;88,0000;88,3000;87,7000;87,7000
impulse_noise;85,8600;1,3529;83,7000;87,5000;85,5000;85,5000;87,1000
defocus_blur;93,6200;0,5879;94,3000;93,4000;92,6000;93,8000;94,0000
glass_blur;88,5000;0,6723;88,2000;88,9000;89,6000;88,1000;87,7000
motion_blur;93,0600;0,5004;93,5000;92,4000;92,6000;93,7000;93,1000
zoom_blur;93,3200;0,5036;92,6000;93,4000;93,0000;94,1000;93,5000
snow;91,7000;0,5177;91,8000;91,3000;91,0000;91,9000;92,5000
frost;93,7600;0,7446;92,5000;93,9000;93,6000;94,0000;94,8000
fog;94,0000;0,2608;94,0000;94,1000;93,9000;94,4000;93,6000
brightness;95,6400;0,5535;95,4000;95,4000;95,1000;95,6000;96,7000
contrast;93,8600;1,0613;92,8000;95,8000;93,9000;93,0000;93,8000
elastic_transform;91,8800;0,3868;91,8000;92,2000;91,2000;92,3000;91,9000
pixelate;91,2400;1,2241;91,7000;93,2000;91,2000;89,5000;90,6000
jpeg_compression;86,9800;0,3311;86,4000;87,3000;86,9000;87,0000;87,3000
speckle_noise;89,3800;0,7082;89,2000;90,3000;89,1000;90,0000;88,3000
gaussian_blur;91,2000;0,5477;91,9000;91,2000;90,3000;91,0000;91,6000
spatter;92,7200;0,7167;93,7000;92,3000;92,9000;93,1000;91,6000
saturate;95,4600;0,5463;95,3000;96,1000;96,1000;94,8000;95,0000
blue_noise;86,2200;1,3948;86,6000;88,0000;86,4000;83,7000;86,4000
brownish_noise;76,9200;2,2781;80,6000;76,6000;75,2000;74,1000;78,1000
checkerboard_cutout;87,1000;1,1472;87,0000;85,7000;86,9000;86,7000;89,2000
circular_motion_blur;92,6000;0,7797;91,8000;92,8000;93,6000;91,6000;93,2000
inverse_sparkles;77,4600;1,9724;76,2000;77,7000;78,7000;80,2000;74,5000
lines;80,6000;0,9099;80,2000;81,1000;80,8000;81,8000;79,1000
pinch_and_twirl;93,4000;0,5441;93,3000;92,6000;93,5000;94,3000;93,3000
ripple;88,1600;1,1910;88,8000;88,8000;89,6000;87,3000;86,3000
sparkles;87,7000;1,7344;85,9000;90,6000;88,4000;87,6000;86,0000
transverse_chromatic_abberation;85,8600;1,0092;84,8000;84,7000;85,9000;87,3000;86,6000
Acc_C-all-19;91,3811;0,2269;91,2105;91,7842;91,1368;91,3316;91,4421
Acc_C-original-15;91,1653;0,2901;90,8600;91,6000;90,8800;91,0933;91,3933
Acc_C-bar-10;85,6020;0,2419;85,5200;85,8600;85,9000;85,4600;85,2700
Acc_all-ex-pixelwise-noise-24;89,8642;0,1109;89,7708;90,0625;89,8542;89,8833;89,7500
RMSCE_C;0,0620;0,0022;0,0628;0,0640;0,0586;0,0643;0,0605
Combined_Noise;89,4480;0,3326;89,1800;89,5400;90,0600;89,2700;89,1900
