;config_18_avg;config_18_std;config_18_run_0;config_18_run_1;config_18_run_2
Standard_Acc;96,7133;0,0981;96,5900;96,8300;96,7200
RMSCE;0,0403;0,0018;0,0383;0,0397;0,0428
gaussian_noise;91,5313;0,5235;91,6160;92,1260;90,8520
shot_noise;93,1467;0,3372;93,2560;93,4940;92,6900
impulse_noise;96,0307;0,1000;95,9820;96,1700;95,9400
defocus_blur;94,1740;0,1880;94,0920;94,4340;93,9960
glass_blur;83,8073;0,8664;83,7500;84,8960;82,7760
motion_blur;90,4547;0,4213;90,2680;91,0380;90,0580
zoom_blur;92,9313;0,2963;92,9020;93,3080;92,5840
snow;91,5740;0,3624;91,4840;92,0560;91,1820
frost;89,9860;0,9799;89,4060;91,3660;89,1860
fog;93,9900;0,1042;93,9340;94,1360;93,9000
brightness;96,1773;0,0825;96,1180;96,2940;96,1200
contrast;94,0260;0,0883;94,1420;93,9280;94,0080
elastic_transform;90,7053;0,2728;90,6960;91,0440;90,3760
pixelate;81,8507;1,5522;81,8540;83,7500;79,9480
jpeg_compression;86,5467;0,8907;86,4560;87,6800;85,5040
speckle_noise;93,3247;0,3663;93,3680;93,7500;92,8560
gaussian_blur;93,0687;0,2207;92,9720;93,3740;92,8600
spatter;94,2687;0,2143;94,1880;94,5620;94,0560
saturate;95,1387;0,1248;95,0340;95,3140;95,0680
blue_noise;94,2580;0,1010;94,3640;94,2880;94,1220
brownish_noise;79,2447;1,0472;77,8320;80,3360;79,5660
checkerboard_cutout;88,6227;0,4155;88,2120;89,1920;88,4640
circular_motion_blur;93,7720;0,1265;93,5960;93,8880;93,8320
inverse_sparkles;73,7880;1,2213;72,2220;75,2020;73,9400
lines;83,1753;0,5332;82,4220;83,5220;83,5820
pinch_and_twirl;93,2133;0,3530;93,1160;93,6860;92,8380
ripple;85,8133;0,7684;86,5460;86,1420;84,7520
sparkles;88,3007;0,1539;88,5160;88,1660;88,2200
transverse_chromatic_abberation;76,3007;0,4899;76,2600;76,9200;75,7220
Acc_C-all-19;91,7228;0,4056;91,6588;92,2484;91,2611
Acc_C-original-15;91,1288;0,4541;91,0637;91,7147;90,6080
Acc_C-bar-10;85,6489;0,3523;85,3086;86,1342;85,5038
Acc_all-ex-pixelwise-noise-24;88,7887;0,3964;88,5841;89,3431;88,4391
RMSCE_C;0,0390;0,0003;0,0389;0,0387;0,0394
Combined_Noise;93,7900;0,3318;93,9000;94,1300;93,3400
