;config_437_avg;config_437_std;config_437_run_0;config_437_run_1;config_437_run_2;config_437_run_3;config_437_run_4
Standard_Acc;98,3320;1,3960;99,3400;99,5500;99,5200;96,6800;96,5700
RMSCE;0,0620;0,0070;0,0706;0,0660;0,0658;0,0556;0,0521
gaussian_noise;88,6400;1,8853;89,8000;90,2000;90,5000;86,5000;86,2000
shot_noise;90,0000;2,3418;90,7000;91,6000;93,1000;87,0000;87,6000
impulse_noise;88,9400;1,7420;87,7000;90,9000;90,3000;86,2000;89,6000
defocus_blur;96,0000;1,6697;97,2000;98,1000;96,6000;94,3000;93,8000
glass_blur;90,4600;1,0575;90,6000;91,6000;91,6000;89,1000;89,4000
motion_blur;94,1200;2,1507;95,0000;96,1000;95,9000;93,3000;90,3000
zoom_blur;95,2200;1,7520;96,3000;96,6000;96,8000;94,1000;92,3000
snow;93,7800;1,0225;94,8000;94,4000;94,5000;93,1000;92,1000
frost;96,0600;1,2241;96,8000;97,1000;97,0000;93,9000;95,5000
fog;95,9200;1,5561;97,4000;96,7000;97,4000;94,3000;93,8000
brightness;97,7200;1,1856;98,7000;98,9000;98,4000;96,0000;96,6000
contrast;96,0800;1,5197;96,6000;98,0000;97,2000;94,3000;94,3000
elastic_transform;93,1800;1,6005;94,3000;94,4000;94,6000;90,6000;92,0000
pixelate;91,8000;1,1136;91,9000;93,1000;92,5000;91,7000;89,8000
jpeg_compression;87,7600;1,2627;87,0000;89,6000;88,9000;87,0000;86,3000
speckle_noise;91,8000;1,7111;92,3000;94,5000;92,3000;90,0000;89,9000
gaussian_blur;93,4000;2,2486;93,2000;96,4000;95,4000;91,6000;90,4000
spatter;95,1800;1,8378;96,7000;97,0000;96,2000;93,6000;92,4000
saturate;97,2400;1,5055;98,4000;98,4000;98,6000;95,3000;95,5000
blue_noise;88,7000;2,5745;90,9000;92,3000;88,4000;86,2000;85,7000
brownish_noise;78,5600;2,9166;81,6000;82,1000;75,6000;75,1000;78,4000
checkerboard_cutout;89,4400;1,4066;89,7000;89,6000;91,4000;87,0000;89,5000
circular_motion_blur;94,7000;1,7607;95,3000;96,5000;96,4000;92,1000;93,2000
inverse_sparkles;78,6400;2,9493;80,4000;80,6000;81,0000;78,1000;73,1000
lines;83,2400;2,4196;85,5000;85,0000;85,1000;80,7000;79,9000
pinch_and_twirl;95,2800;1,4662;96,3000;96,8000;96,3000;93,6000;93,4000
ripple;88,8800;2,8067;91,2000;91,0000;91,2000;86,3000;84,7000
sparkles;89,2600;1,8326;88,6000;92,3000;90,2000;88,2000;87,0000
transverse_chromatic_abberation;85,4800;0,9325;85,4000;87,0000;85,7000;85,2000;84,1000
Acc_C-all-19;93,3316;1,4720;93,9684;94,9263;94,6211;91,6789;91,4632
Acc_C-original-15;93,0453;1,4001;93,6533;94,4867;94,3533;91,4267;91,3067
Acc_C-bar-10;87,2180;1,7952;88,4900;89,3200;88,1300;85,2500;84,9000
Acc_all-ex-pixelwise-noise-24;91,5583;1,5323;92,4542;93,2208;92,6875;89,9375;89,4917
RMSCE_C;0,0691;0,0030;0,0739;0,0694;0,0678;0,0696;0,0645
Combined_Noise;92,1140;1,4431;92,7900;93,1100;93,8700;90,3500;90,4500
