;config_91_avg;config_91_std;config_91_run_0;config_91_run_1;config_91_run_2
Standard_Acc;95,5833;0,2175;95,8100;95,6500;95,2900
RMSCE;0,0602;0,0026;0,0626;0,0566;0,0614
gaussian_noise;34,2113;0,5616;34,9260;33,5540;34,1540
shot_noise;48,5820;0,8594;49,7640;48,2360;47,7460
impulse_noise;53,6687;0,2117;53,7080;53,3920;53,9060
defocus_blur;83,0133;1,7560;85,4480;82,2200;81,3720
glass_blur;51,4000;1,1819;51,0120;50,1860;53,0020
motion_blur;78,4220;1,5582;80,5900;77,6800;76,9960
zoom_blur;79,4047;2,0798;82,3420;78,0680;77,8040
snow;83,0220;0,2964;82,7860;83,4400;82,8400
frost;76,4293;0,6878;75,9540;77,4020;75,9320
fog;87,4807;0,5916;88,3020;87,2080;86,9320
brightness;94,5713;0,0599;94,5320;94,6560;94,5260
contrast;73,0840;0,9263;74,3940;72,4220;72,4360
elastic_transform;84,6460;1,3695;86,5640;83,4540;83,9200
pixelate;75,9507;2,2887;72,7200;77,7380;77,3940
jpeg_compression;78,5260;0,6110;78,3760;79,3380;77,8640
speckle_noise;54,4927;1,1280;55,9620;54,2960;53,2200
gaussian_blur;74,1953;2,6650;77,9360;72,7240;71,9260
spatter;86,9560;0,3778;86,4720;87,0020;87,3940
saturate;93,0667;0,0924;93,1020;93,1580;92,9400
blue_noise;55,0200;2,5860;54,9820;51,8720;58,2060
brownish_noise;73,5900;0,9476;74,9300;72,9060;72,9340
checkerboard_cutout;79,5587;0,3964;79,0040;79,9060;79,7660
circular_motion_blur;90,0220;1,0287;91,4460;89,5680;89,0520
inverse_sparkles;56,2073;1,1117;57,3840;54,7160;56,5220
lines;75,7040;0,3065;75,3660;75,6380;76,1080
pinch_and_twirl;89,8927;0,5994;90,7220;89,6300;89,3260
ripple;81,3620;1,0210;79,9320;82,2500;81,9040
sparkles;80,4053;0,8482;81,5480;80,1500;79,5180
transverse_chromatic_abberation;62,4200;1,4564;62,9700;63,8640;60,4260
Acc_C-all-19;73,2170;0,5191;73,9416;72,9565;72,7528
Acc_C-original-15;72,1608;0,4286;72,7612;71,9329;71,7883
Acc_C-bar-10;74,4182;0,3192;74,8284;74,0500;74,3762
Acc_all-ex-pixelwise-noise-24;78,7221;0,4413;79,3263;78,5552;78,2848
RMSCE_C;0,1122;0,0038;0,1076;0,1170;0,1120
Combined_Noise;70,4200;0,5335;71,1500;70,2200;69,8900
