;config_529_avg
Standard_Acc;95,8000
RMSCE;0,0475
gaussian_noise;78,0900
shot_noise;84,0800
impulse_noise;85,6940
defocus_blur;93,6460
glass_blur;70,2020
motion_blur;90,7860
zoom_blur;91,9520
snow;88,1880
frost;86,9740
fog;91,3980
brightness;95,0340
contrast;81,9180
elastic_transform;89,6180
pixelate;85,2880
jpeg_compression;84,7440
speckle_noise;86,1580
gaussian_blur;92,2840
spatter;91,6100
saturate;93,4600
blue_noise;84,1120
brownish_noise;77,4960
checkerboard_cutout;84,8360
circular_motion_blur;94,3080
inverse_sparkles;65,4580
lines;80,2360
pinch_and_twirl;90,6440
ripple;86,9040
sparkles;84,5040
transverse_chromatic_abberation;76,9020
Acc_C-all-19;87,4276
Acc_C-original-15;86,5075
Acc_C-bar-10;82,5400
Acc_all-ex-pixelwise-noise-24;86,1829
RMSCE_C;0,0652
Combined_Noise;87,2600
