;config_443_avg;config_443_std;config_443_run_0;config_443_run_1;config_443_run_2;config_443_run_3;config_443_run_4
Standard_Acc;38,5760;47,2458;0,0000;0,0000;0,0000;96,4400;96,4400
RMSCE;0,0218;0,0268;0,0000;0,0000;0,0000;0,0567;0,0524
gaussian_noise;34,1800;41,8632;0,0000;0,0000;0,0000;84,9000;86,0000
shot_noise;34,9400;42,7932;0,0000;0,0000;0,0000;87,0000;87,7000
impulse_noise;34,8200;42,6470;0,0000;0,0000;0,0000;86,5000;87,6000
defocus_blur;37,3600;45,7569;0,0000;0,0000;0,0000;93,1000;93,7000
glass_blur;35,2800;43,2094;0,0000;0,0000;0,0000;88,5000;87,9000
motion_blur;36,9400;45,2421;0,0000;0,0000;0,0000;92,3000;92,4000
zoom_blur;36,9800;45,2920;0,0000;0,0000;0,0000;92,9000;92,0000
snow;36,9800;45,2924;0,0000;0,0000;0,0000;91,9000;93,0000
frost;37,7800;46,2717;0,0000;0,0000;0,0000;94,0000;94,9000
fog;37,4800;45,9034;0,0000;0,0000;0,0000;93,7000;93,7000
brightness;38,3800;47,0075;0,0000;0,0000;0,0000;95,3000;96,6000
contrast;37,5000;45,9288;0,0000;0,0000;0,0000;93,3000;94,2000
elastic_transform;36,3200;44,4828;0,0000;0,0000;0,0000;90,9000;90,7000
pixelate;35,7200;43,7479;0,0000;0,0000;0,0000;89,2000;89,4000
jpeg_compression;34,0200;41,6722;0,0000;0,0000;0,0000;83,9000;86,2000
speckle_noise;35,4400;43,4050;0,0000;0,0000;0,0000;88,6000;88,6000
gaussian_blur;36,7600;45,0217;0,0000;0,0000;0,0000;91,8000;92,0000
spatter;37,1600;45,5137;0,0000;0,0000;0,0000;93,6000;92,2000
saturate;37,9400;46,4671;0,0000;0,0000;0,0000;94,6000;95,1000
blue_noise;34,2400;41,9376;0,0000;0,0000;0,0000;84,9000;86,3000
brownish_noise;31,7600;38,8979;0,0000;0,0000;0,0000;79,4000;79,4000
checkerboard_cutout;35,1800;43,0899;0,0000;0,0000;0,0000;87,1000;88,8000
circular_motion_blur;36,7800;45,0501;0,0000;0,0000;0,0000;91,0000;92,9000
inverse_sparkles;29,9200;36,6620;0,0000;0,0000;0,0000;76,6000;73,0000
lines;31,9800;39,1674;0,0000;0,0000;0,0000;79,9000;80,0000
pinch_and_twirl;37,3800;45,7818;0,0000;0,0000;0,0000;93,9000;93,0000
ripple;34,5800;42,3526;0,0000;0,0000;0,0000;86,0000;86,9000
sparkles;35,0400;42,9197;0,0000;0,0000;0,0000;88,6000;86,6000
transverse_chromatic_abberation;33,9800;41,6212;0,0000;0,0000;0,0000;84,0000;85,9000
Acc_C-all-19;36,4200;44,6054;0,0000;0,0000;0,0000;90,8421;91,2579
Acc_C-original-15;36,3120;44,4733;0,0000;0,0000;0,0000;90,4933;91,0667
Acc_C-bar-10;34,0840;41,7442;0,0000;0,0000;0,0000;85,1400;85,2800
Acc_all-ex-pixelwise-noise-24;35,8000;43,8459;0,0000;0,0000;0,0000;89,3958;89,6042
RMSCE_C;0,0265;0,0324;0,0000;0,0000;0,0000;0,0650;0,0674
Combined_Noise;35,9400;44,0174;0,0000;0,0000;0,0000;90,0000;89,7000
