;config_0_avg;config_0_std;config_0_run_0;config_0_run_1;config_0_run_2
Standard_Acc;94,6233;0,1228;94,6100;94,7800;94,4800
RMSCE;0,0486;0,0035;0,0535;0,0454;0,0470
gaussian_noise;35,7347;1,3931;37,6700;35,0860;34,4480
shot_noise;49,2233;1,5078;51,1480;49,0560;47,4660
impulse_noise;52,0253;1,0727;51,6200;53,4940;50,9620
defocus_blur;81,0940;1,5342;83,1760;80,5820;79,5240
glass_blur;47,2653;1,1089;48,8180;46,6800;46,2980
motion_blur;75,8400;2,0863;78,6900;75,0760;73,7540
zoom_blur;77,0053;1,9830;79,7300;76,2180;75,0680
snow;79,9060;0,5698;80,7060;79,5900;79,4220
frost;74,4680;0,3997;75,0240;74,1020;74,2780
fog;85,4973;0,6199;86,3540;85,2300;84,9080
brightness;93,3127;0,2760;93,4480;93,5620;92,9280
contrast;69,1093;1,5555;71,0220;69,0940;67,2120
elastic_transform;82,6760;1,0562;84,0880;82,3920;81,5480
pixelate;75,7773;0,9520;74,5600;76,8840;75,8880
jpeg_compression;77,8527;0,5182;77,1580;78,4020;77,9980
speckle_noise;54,6833;1,4389;56,4280;54,7180;52,9040
gaussian_blur;72,3593;2,0763;75,1320;71,8100;70,1360
spatter;84,8293;0,6586;85,2880;85,3020;83,8980
saturate;91,4053;0,3662;91,8240;91,4600;90,9320
blue_noise;54,9907;1,2472;56,5400;54,9460;53,4860
brownish_noise;68,6020;1,2458;69,9060;68,9760;66,9240
checkerboard_cutout;77,7520;0,3705;77,8600;78,1420;77,2540
circular_motion_blur;89,7833;0,2847;90,0900;89,8560;89,4040
inverse_sparkles;53,2400;0,4135;53,8000;52,8140;53,1060
lines;73,6260;0,6416;74,5160;73,3340;73,0280
pinch_and_twirl;87,7893;0,7457;88,7620;87,6560;86,9500
ripple;81,2593;0,5878;80,4760;81,8920;81,4100
sparkles;79,0487;0,2313;79,1980;78,7220;79,2260
transverse_chromatic_abberation;59,9107;1,7173;60,2780;61,8060;57,6480
Acc_C-all-19;71,5824;0,9105;72,7307;71,5125;70,5038
Acc_C-original-15;70,4525;0,8599;71,5475;70,3632;69,4468
Acc_C-bar-10;72,6002;0,5515;73,1426;72,8144;71,8436
Acc_all-ex-pixelwise-noise-24;76,6421;0,7002;77,4960;76,6493;75,7809
RMSCE_C;0,1260;0,0107;0,1138;0,1245;0,1398
Combined_Noise;69,4633;0,8295;70,3600;69,6700;68,3600
