;config_457_avg;config_457_std;config_457_run_0;config_457_run_1;config_457_run_2;config_457_run_3;config_457_run_4
Standard_Acc;96,4760;0,0734;96,4500;96,4300;96,4600;96,6200;96,4200
RMSCE;0,0489;0,0048;0,0475;0,0444;0,0450;0,0500;0,0578
gaussian_noise;86,1800;0,4578;85,8000;86,6000;86,8000;85,6000;86,1000
shot_noise;87,7800;0,7935;87,6000;87,1000;89,3000;87,7000;87,2000
impulse_noise;87,9200;1,3167;87,1000;88,3000;89,0000;85,8000;89,4000
defocus_blur;92,9800;0,5231;93,6000;93,4000;93,0000;92,8000;92,1000
glass_blur;87,8000;1,1261;86,6000;87,3000;89,2000;86,8000;89,1000
motion_blur;91,5600;0,9749;92,7000;92,1000;92,1000;90,9000;90,0000
zoom_blur;92,9000;0,7071;93,3000;92,9000;94,0000;92,1000;92,2000
snow;92,0000;0,4000;91,9000;91,5000;91,8000;92,1000;92,7000
frost;93,8600;1,1038;92,3000;94,7000;93,1000;93,8000;95,4000
fog;94,2200;0,4534;94,2000;93,9000;95,1000;93,9000;94,0000
brightness;95,7200;0,3600;95,9000;95,7000;95,4000;95,3000;96,3000
contrast;94,5400;0,7116;93,4000;94,7000;94,7000;94,3000;95,6000
elastic_transform;91,1200;0,8158;91,4000;91,5000;92,3000;90,3000;90,1000
pixelate;89,2400;0,9457;89,5000;88,6000;90,7000;87,9000;89,5000
jpeg_compression;85,7000;1,3161;86,7000;85,7000;87,5000;83,8000;84,8000
speckle_noise;89,6200;0,9724;89,0000;90,4000;90,2000;88,0000;90,5000
gaussian_blur;91,8400;1,0190;91,2000;93,5000;91,7000;92,3000;90,5000
spatter;93,0000;0,4427;93,0000;92,5000;93,0000;93,8000;92,7000
saturate;95,5200;0,2400;95,7000;95,8000;95,5000;95,5000;95,1000
blue_noise;86,5800;1,1016;88,2000;86,7000;84,9000;86,0000;87,1000
brownish_noise;79,7600;1,6157;82,6000;78,9000;80,5000;78,4000;78,4000
checkerboard_cutout;87,7800;0,8183;87,5000;86,4000;88,5000;87,8000;88,7000
circular_motion_blur;93,1800;0,4622;92,4000;93,5000;93,6000;92,9000;93,5000
inverse_sparkles;75,7800;1,7713;75,8000;75,7000;77,0000;77,8000;72,6000
lines;81,3000;0,9695;80,7000;80,2000;82,7000;82,2000;80,7000
pinch_and_twirl;93,3400;0,4841;94,1000;93,2000;92,6000;93,5000;93,3000
ripple;86,8400;0,7116;87,2000;87,5000;87,4000;86,5000;85,6000
sparkles;87,7200;1,6092;85,5000;90,2000;87,8000;88,5000;86,6000
transverse_chromatic_abberation;82,0200;1,1338;83,1000;81,6000;80,0000;82,5000;82,9000
Acc_C-all-19;91,2368;0,3718;91,1000;91,3789;91,8105;90,6684;91,2263
Acc_C-original-15;90,9013;0,4441;90,8000;90,9333;91,6000;90,2067;90,9667
Acc_C-bar-10;85,4300;0,2674;85,7100;85,3900;85,5000;85,6100;84,9400
Acc_all-ex-pixelwise-noise-24;89,5717;0,2369;89,5958;89,6250;89,9667;89,4042;89,2667
RMSCE_C;0,0634;0,0030;0,0613;0,0611;0,0615;0,0643;0,0689
Combined_Noise;90,2860;0,5069;90,0700;89,8900;91,2300;89,8600;90,3800
