;config_431_avg;config_431_std;config_431_run_0;config_431_run_1;config_431_run_2;config_431_run_3;config_431_run_4
Standard_Acc;98,4000;1,4632;99,5600;99,5500;99,6700;96,7000;96,5200
RMSCE;0,0629;0,0048;0,0692;0,0627;0,0673;0,0567;0,0586
gaussian_noise;88,2600;1,4568;89,5000;89,4000;89,3000;85,9000;87,2000
shot_noise;89,5800;2,0004;90,8000;90,4000;92,2000;87,0000;87,5000
impulse_noise;88,9400;1,4678;89,0000;90,3000;90,8000;87,5000;87,1000
defocus_blur;95,9600;1,9622;97,4000;98,2000;96,9000;93,1000;94,2000
glass_blur;89,8400;1,7048;90,5000;91,0000;91,9000;88,6000;87,2000
motion_blur;94,4200;1,7815;95,7000;96,2000;95,7000;92,3000;92,2000
zoom_blur;95,5600;1,7511;97,2000;96,4000;97,3000;93,5000;93,4000
snow;93,7800;2,0124;95,0000;95,2000;95,8000;92,4000;90,5000
frost;96,1800;1,5842;97,6000;97,4000;97,3000;93,7000;94,9000
fog;96,0400;1,8282;98,1000;96,9000;97,5000;93,8000;93,9000
brightness;97,8400;1,3588;99,1000;99,0000;98,7000;95,9000;96,5000
contrast;96,1000;1,4738;96,7000;97,4000;97,4000;93,5000;95,5000
elastic_transform;93,5800;1,9219;94,8000;95,5000;95,1000;91,0000;91,5000
pixelate;90,5200;1,5276;89,3000;91,8000;92,7000;88,6000;90,2000
jpeg_compression;87,7600;1,8991;88,2000;87,2000;91,2000;85,8000;86,4000
speckle_noise;92,0200;1,7325;93,0000;93,4000;93,8000;90,4000;89,5000
gaussian_blur;93,7200;1,7882;94,4000;95,4000;95,6000;91,9000;91,3000
spatter;95,2600;1,8029;96,5000;96,4000;96,9000;94,4000;92,1000
saturate;97,2200;1,7725;98,6000;98,7000;98,7000;95,1000;95,0000
blue_noise;89,4000;1,6383;89,6000;91,1000;91,2000;88,0000;87,1000
brownish_noise;80,5800;2,1775;84,8000;80,1000;80,1000;79,2000;78,7000
checkerboard_cutout;90,1400;1,1825;90,6000;89,8000;91,3000;88,0000;91,0000
circular_motion_blur;94,9200;1,8269;96,0000;96,7000;96,5000;92,7000;92,7000
inverse_sparkles;78,1200;2,7614;78,9000;79,9000;81,1000;77,6000;73,1000
lines;82,8600;1,7013;84,0000;84,3000;84,0000;82,2000;79,8000
pinch_and_twirl;95,5000;1,5139;96,4000;96,9000;96,7000;94,5000;93,0000
ripple;88,6600;2,6158;89,1000;91,3000;91,2000;84,3000;87,4000
sparkles;89,2200;1,6534;89,2000;91,8000;90,1000;87,9000;87,1000
transverse_chromatic_abberation;85,5400;0,9831;86,0000;86,8000;85,5000;85,6000;83,8000
Acc_C-all-19;93,2937;1,6203;94,2842;94,5368;94,9895;91,2842;91,3737
Acc_C-original-15;92,9573;1,5982;93,9267;94,1533;94,6533;90,8400;91,2133
Acc_C-bar-10;87,4940;1,4965;88,4600;88,8700;88,7700;86,0000;85,3700
Acc_all-ex-pixelwise-noise-24;91,6383;1,5667;92,6708;92,9292;93,1333;89,8167;89,6417
RMSCE_C;0,0696;0,0024;0,0715;0,0710;0,0724;0,0668;0,0666
Combined_Noise;92,1780;1,6197;93,1600;93,1700;94,0600;90,5600;89,9400
