;config_560_avg;config_560_std;config_560_run_0;config_560_run_1;config_560_run_2;config_560_run_3;config_560_run_4
Standard_Acc;96,4620;0,1125;96,3200;96,3600;96,5500;96,6200;96,4600
RMSCE;0,0458;0,0010;0,0469;0,0457;0,0468;0,0456;0,0440
gaussian_noise;86,5000;0,5060;85,6000;87,0000;86,8000;86,8000;86,3000
shot_noise;88,4200;0,6765;87,7000;88,7000;89,5000;87,7000;88,5000
impulse_noise;86,5000;1,6285;84,1000;87,0000;89,1000;85,8000;86,5000
defocus_blur;94,0000;0,3225;94,5000;93,9000;93,5000;94,1000;94,0000
glass_blur;88,4800;0,7305;88,1000;88,5000;89,8000;88,4000;87,6000
motion_blur;92,5800;0,6765;93,1000;92,1000;93,3000;92,9000;91,5000
zoom_blur;93,0600;0,7419;91,7000;92,9000;93,7000;93,7000;93,3000
snow;91,5600;0,4883;91,7000;91,1000;90,9000;92,2000;91,9000
frost;94,3000;0,6603;93,7000;94,9000;93,5000;94,2000;95,2000
fog;93,9000;0,6164;93,6000;94,3000;94,9000;93,5000;93,2000
brightness;95,7200;0,4308;95,7000;95,3000;95,2000;96,3000;96,1000
contrast;94,3400;0,6437;93,6000;95,2000;94,8000;93,6000;94,5000
elastic_transform;91,5200;0,2315;91,7000;91,2000;91,8000;91,6000;91,3000
pixelate;91,1800;0,3919;91,0000;91,8000;91,3000;90,6000;91,2000
jpeg_compression;86,6400;0,6151;86,5000;86,0000;87,8000;86,6000;86,3000
speckle_noise;89,7400;0,5851;89,6000;90,2000;90,6000;89,0000;89,3000
gaussian_blur;91,8400;0,8065;91,2000;93,3000;91,0000;91,8000;91,9000
spatter;93,0400;0,7031;93,3000;92,7000;93,3000;94,0000;91,9000
saturate;95,8600;0,4587;95,9000;96,2000;96,3000;95,9000;95,0000
blue_noise;85,9400;0,3007;86,5000;86,0000;85,8000;85,7000;85,7000
brownish_noise;78,4400;2,4410;82,3000;78,3000;76,9000;75,1000;79,6000
checkerboard_cutout;87,4000;1,5153;86,3000;85,1000;88,5000;87,8000;89,3000
circular_motion_blur;93,1600;0,5238;92,7000;92,7000;93,8000;92,8000;93,8000
inverse_sparkles;76,6000;2,1354;76,8000;76,2000;77,4000;79,6000;73,0000
lines;81,9400;1,2110;79,7000;82,9000;81,7000;82,4000;83,0000
pinch_and_twirl;93,8600;0,4587;94,5000;93,2000;93,5000;94,1000;94,0000
ripple;87,1800;1,0722;85,8000;88,1000;88,7000;86,9000;86,4000
sparkles;87,8200;1,1548;86,2000;89,3000;87,0000;88,9000;87,7000
transverse_chromatic_abberation;84,7400;0,5463;84,3000;84,4000;84,3000;85,7000;85,0000
Acc_C-all-19;91,5358;0,2720;91,1737;91,7000;91,9526;91,5105;91,3421
Acc_C-original-15;91,2467;0,2928;90,8200;91,3267;91,7267;91,2000;91,1600
Acc_C-bar-10;85,7080;0,1329;85,5100;85,6200;85,7600;85,9000;85,7500
Acc_all-ex-pixelwise-noise-24;89,9650;0,1449;89,7458;89,9833;90,1208;90,1125;89,8625
RMSCE_C;0,0633;0,0022;0,0646;0,0602;0,0659;0,0645;0,0610
Combined_Noise;89,8700;0,4638;89,1600;89,8600;90,6200;89,9200;89,7900
