;config_529_avg;config_529_std;config_529_run_0;config_529_run_1;config_529_run_2
Standard_Acc;95,7800;0,0294;95,8200;95,7500;95,7700
RMSCE;0,0473;0,0009;0,0474;0,0484;0,0461
gaussian_noise;75,9833;1,5354;77,3140;76,8040;73,8320
shot_noise;82,6833;1,2770;83,6960;83,4720;80,8820
impulse_noise;84,2427;0,8467;85,3820;83,9920;83,3540
defocus_blur;93,4887;0,1934;93,5540;93,2260;93,6860
glass_blur;70,1640;0,8049;71,2980;69,6820;69,5120
motion_blur;90,4807;0,0633;90,4400;90,4320;90,5700
zoom_blur;91,5780;0,0546;91,6280;91,5020;91,6040
snow;88,1380;0,3399;88,5720;87,7420;88,1000
frost;86,8313;0,5650;87,5760;86,7100;86,2080
fog;91,2220;0,3209;91,6140;90,8280;91,2240
brightness;94,9100;0,0752;94,8160;95,0000;94,9140
contrast;81,9433;0,5250;82,5880;81,3020;81,9400
elastic_transform;89,0847;0,2866;89,3260;88,6820;89,2460
pixelate;85,9647;0,2009;85,7220;86,2140;85,9580
jpeg_compression;84,8373;0,1604;85,0620;84,7520;84,6980
speckle_noise;84,7420;1,1229;85,5500;85,5220;83,1540
gaussian_blur;92,1713;0,2886;92,2200;91,7960;92,4980
spatter;91,8167;0,1372;91,8720;91,9500;91,6280
saturate;93,4873;0,1287;93,5260;93,3140;93,6220
blue_noise;83,3647;0,4197;83,8740;83,3740;82,8460
brownish_noise;75,2520;0,6270;76,0900;74,5820;75,0840
checkerboard_cutout;84,8580;0,0877;84,8320;84,9760;84,7660
circular_motion_blur;94,1900;0,1171;94,3120;94,2260;94,0320
inverse_sparkles;65,8433;0,4108;66,0760;66,1880;65,2660
lines;80,4427;0,4097;80,5440;80,8860;79,8980
pinch_and_twirl;90,5767;0,1255;90,7040;90,4060;90,6200
ripple;87,5487;0,3294;87,3360;87,2960;88,0140
sparkles;84,5693;0,9340;85,1220;83,2540;85,3320
transverse_chromatic_abberation;76,9233;1,0693;76,0800;76,2580;78,4320
Acc_C-all-19;87,0405;0,3265;87,4608;86,9959;86,6647
Acc_C-original-15;86,1035;0,3546;86,5725;86,0227;85,7152
Acc_C-bar-10;82,3569;0,1526;82,4970;82,1446;82,4290
Acc_all-ex-pixelwise-noise-24;86,0968;0,1658;86,2879;85,8835;86,1188
RMSCE_C;0,0517;0,0013;0,0505;0,0512;0,0535
Combined_Noise;86,7967;0,7614;87,3200;87,3500;85,7200
