;config_444_avg;config_444_std;config_444_run_0;config_444_run_1;config_444_run_2;config_444_run_3;config_444_run_4
Standard_Acc;98,0100;1,2709;98,9900;99,0000;99,1500;96,4600;96,4500
RMSCE;0,0609;0,0107;0,0682;0,0698;0,0707;0,0493;0,0466
gaussian_noise;87,7800;2,1217;89,7000;89,0000;89,7000;84,6000;85,9000
shot_noise;89,2200;1,2496;90,2000;90,2000;90,2000;87,2000;88,3000
impulse_noise;88,9600;1,7212;89,0000;90,9000;90,6000;86,2000;88,1000
defocus_blur;95,7200;2,0702;97,1000;98,2000;96,8000;93,3000;93,2000
glass_blur;89,9400;1,4719;89,7000;91,1000;92,1000;88,5000;88,3000
motion_blur;94,0000;1,7922;95,4000;95,8000;95,1000;92,3000;91,4000
zoom_blur;94,7800;1,9135;95,5000;96,1000;97,2000;92,9000;92,2000
snow;93,2800;0,9683;94,1000;93,9000;93,5000;93,5000;91,4000
frost;95,7400;1,2862;96,5000;97,2000;96,4000;93,6000;95,0000
fog;95,4400;1,6500;96,8000;96,3000;97,2000;93,5000;93,4000
brightness;97,4600;1,3245;98,5000;98,5000;98,6000;95,6000;96,1000
contrast;95,8600;1,5844;96,6000;97,6000;97,0000;93,3000;94,8000
elastic_transform;93,2200;1,2906;94,0000;94,4000;94,4000;91,6000;91,7000
pixelate;91,0800;1,4077;92,4000;92,7000;91,3000;90,0000;89,0000
jpeg_compression;87,4200;1,6424;87,1000;88,9000;89,5000;84,9000;86,7000
speckle_noise;91,1600;1,9200;92,1000;92,4000;93,5000;88,5000;89,3000
gaussian_blur;93,7200;1,8476;94,3000;95,6000;95,4000;92,6000;90,7000
spatter;94,7600;1,4389;96,3000;95,2000;95,9000;94,1000;92,3000
saturate;96,9200;1,5394;98,1000;98,5000;97,9000;95,1000;95,0000
blue_noise;87,6200;1,7938;90,0000;88,2000;88,8000;85,3000;85,8000
brownish_noise;79,7600;1,9704;83,6000;79,6000;78,8000;78,3000;78,5000
checkerboard_cutout;88,4200;0,9537;89,9000;87,8000;89,2000;87,5000;87,7000
circular_motion_blur;94,3000;1,6186;94,9000;95,7000;96,1000;92,0000;92,8000
inverse_sparkles;78,3000;1,8836;77,3000;80,1000;80,8000;77,6000;75,7000
lines;82,1800;1,8181;84,7000;83,3000;82,7000;80,1000;80,1000
pinch_and_twirl;95,0600;0,7684;95,3000;96,2000;95,4000;94,2000;94,2000
ripple;88,9200;2,3549;90,9000;90,0000;91,5000;86,3000;85,9000
sparkles;89,0600;2,0294;89,7000;92,7000;88,1000;87,9000;86,9000
transverse_chromatic_abberation;86,0200;1,1356;86,8000;87,6000;86,0000;85,4000;84,3000
Acc_C-all-19;92,9716;1,4890;93,8632;94,3421;94,3316;91,1211;91,2000
Acc_C-original-15;92,6600;1,4657;93,5067;94,0533;93,9733;90,7333;91,0333
Acc_C-bar-10;86,9640;1,3535;88,3100;88,1200;87,7400;85,4600;85,1900
Acc_all-ex-pixelwise-noise-24;91,3067;1,3902;92,3125;92,6250;92,3708;89,7542;89,4708
RMSCE_C;0,0681;0,0063;0,0714;0,0752;0,0728;0,0601;0,0611
Combined_Noise;91,5240;1,5831;92,7800;92,2900;93,3000;89,6200;89,6300
