train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
36,3897;1,8607;52,1500;1,5877;39,2414;52,1500;39,2414
54,8341;1,5074;64,8100;1,3312;48,5931;64,8100;48,5931
62,9149;1,3427;70,9800;1,2525;57,2690;70,9800;57,2690
67,5826;1,2492;74,7800;1,1778;60,1379;74,7800;60,1379
70,0657;1,1854;77,2900;1,0755;56,0966;77,2900;56,0966
72,2763;1,1378;80,1900;1,0104;63,4621;80,1900;63,4621
73,9799;1,1006;82,9900;0,9348;62,0276;82,9900;62,0276
75,5010;1,0653;83,8500;0,9303;64,9448;83,8500;64,9448
76,5552;1,0413;85,0800;0,8784;66,2138;85,0800;66,2138
77,5473;1,0133;83,9200;0,9335;65,3379;83,9200;65,3379
79,0725;0,9843;85,4200;0,8935;64,2828;85,4200;64,2828
79,8882;0,9643;87,1000;0,8341;69,9448;87,1000;69,9448
80,5736;0,9445;86,8000;0,8677;68,0414;86,8000;68,0414
81,6218;0,9257;88,9500;0,8142;69,5172;88,9500;69,5172
82,5697;0,9026;88,7400;0,8054;70,3310;88,7400;70,3310
83,1991;0,8888;89,5900;0,7882;69,9517;89,5900;69,9517
84,0268;0,8726;90,0200;0,7780;71,5448;90,0200;71,5448
84,0649;0,8705;90,4400;0,7575;72,1931;90,4400;72,1931
84,5118;0,8598;90,7100;0,7522;72,5931;90,7100;72,5931
84,7443;0,8580;90,6000;0,7601;72,1655;90,6000;72,1655
78,2087;1,0025;83,4100;0,9095;62,9862;83,4100;62,9862
78,0483;1,0018;84,6800;0,9174;69,2000;84,6800;69,2000
78,8941;0,9808;84,4900;0,9206;61,9310;84,4900;61,9310
79,3190;0,9749;86,4000;0,8469;65,1586;86,4000;65,1586
79,9844;0,9593;85,7000;0,8816;68,4414;85,7000;68,4414
80,6277;0,9485;86,5900;0,8570;65,7310;86,5900;65,7310
80,9945;0,9409;86,8900;0,8556;67,8690;86,8900;67,8690
81,3071;0,9277;88,6200;0,8205;69,6000;88,6200;69,6000
81,6959;0,9232;89,0000;0,8024;69,7586;89,0000;69,7586
82,0827;0,9115;87,5700;0,8362;68,2000;87,5700;68,2000
82,5738;0,9004;89,2600;0,7786;71,2828;89,2600;71,2828
82,9285;0,8912;89,5900;0,7704;71,5586;89,5900;71,5586
83,4656;0,8849;88,6700;0,8118;67,6138;88,6700;67,6138
83,2852;0,8838;89,1700;0,7865;70,3724;89,1700;70,3724
83,9206;0,8750;90,7700;0,7530;71,4897;90,7700;71,4897
84,0969;0,8644;91,0000;0,7496;71,9862;91,0000;71,9862
84,4837;0,8567;91,2900;0,7314;73,4414;91,2900;73,4414
84,8024;0,8489;91,3900;0,7265;73,8276;91,3900;73,8276
85,0950;0,8424;91,9300;0,7143;72,9241;91,9300;72,9241
85,6441;0,8337;90,9000;0,7372;72,5379;90,9000;72,5379
85,5038;0,8314;92,0600;0,7048;73,6138;92,0600;73,6138
86,1933;0,8193;92,1400;0,7094;72,2483;92,1400;72,2483
86,3175;0,8162;91,9200;0,7156;74,4690;91,9200;74,4690
86,7845;0,8060;92,8500;0,6941;76,9448;92,8500;76,9448
86,9288;0,8020;92,8800;0,6951;75,8621;92,8800;75,8621
87,3417;0,7928;92,6200;0,7082;75,1103;92,6200;75,1103
87,8066;0,7808;93,1600;0,6780;76,5310;93,1600;76,5310
88,1634;0,7764;93,2500;0,6770;74,8207;93,2500;74,8207
88,0752;0,7747;93,1500;0,6762;75,5310;93,1500;75,5310
88,3858;0,7665;93,6800;0,6714;75,2966;93,6800;75,2966
88,7506;0,7585;93,8700;0,6665;76,3310;93,8700;76,3310
88,7426;0,7572;94,0400;0,6642;77,5862;94,0400;77,5862
89,1534;0,7503;93,8400;0,6666;77,3655;93,8400;77,3655
89,4861;0,7443;94,3600;0,6486;78,5103;94,3600;78,5103
89,6224;0,7420;94,1200;0,6544;77,3310;94,1200;77,3310
89,8689;0,7348;94,4000;0,6480;77,6207;94,4000;77,6207
90,0032;0,7319;94,4200;0,6521;77,8483;94,4200;77,8483
89,7166;0,7355;94,4800;0,6474;78,2414;94,4800;78,2414
90,1255;0,7295;94,3500;0,6510;78,1034;94,3500;78,1034
90,0754;0,7302;94,3600;0,6530;77,6966;94,3600;77,6966
84,0007;0,8687;89,5800;0,7700;72,8138;89,5800;72,8138
83,2812;0,8778;88,6400;0,7886;70,8759;88,6400;70,8759
83,5658;0,8730;89,8800;0,7693;70,1793;89,8800;70,1793
83,8825;0,8697;90,0000;0,7475;73,3862;90,0000;73,3862
84,3374;0,8593;90,8600;0,7385;74,1034;90,8600;74,1034
84,1450;0,8634;90,2100;0,7557;71,4621;90,2100;71,4621
84,3915;0,8607;88,9500;0,7770;68,9517;88,9500;68,9517
84,5338;0,8555;89,7300;0,7550;68,9241;89,7300;68,9241
84,6962;0,8519;91,6800;0,7176;74,8483;91,6800;74,8483
85,2313;0,8402;91,2500;0,7299;72,3379;91,2500;72,3379
85,2714;0,8381;91,1500;0,7354;70,3310;91,1500;70,3310
85,3435;0,8379;90,8300;0,7351;72,0345;90,8300;72,0345
85,3896;0,8346;91,0900;0,7282;73,0759;91,0900;73,0759
85,5319;0,8325;89,6900;0,7602;71,3724;89,6900;71,3724
85,6101;0,8300;91,3300;0,7231;72,4828;91,3300;72,4828
85,6962;0,8278;91,4900;0,7197;74,1586;91,4900;74,1586
85,8886;0,8241;90,8500;0,7386;73,6069;90,8500;73,6069
86,1492;0,8188;92,0100;0,7076;74,4207;92,0100;74,4207
86,0750;0,8194;92,2100;0,7021;75,4966;92,2100;75,4966
86,2915;0,8127;92,8700;0,6827;75,7448;92,8700;75,7448
86,5039;0,8102;92,0800;0,6942;76,4966;92,0800;76,4966
86,4739;0,8099;91,9700;0,7114;74,3379;91,9700;74,3379
86,6562;0,8052;91,9300;0,6975;74,7172;91,9300;74,7172
86,6342;0,8055;92,8700;0,6818;73,2207;92,8700;73,2207
86,9188;0,8007;92,6700;0,6783;75,2276;92,6700;75,2276
87,0330;0,7970;91,5700;0,7106;72,7586;91,5700;72,7586
87,2615;0,7937;93,0000;0,6877;74,9793;93,0000;74,9793
