;config_461_avg;config_461_std;config_461_run_0;config_461_run_1;config_461_run_2;config_461_run_3;config_461_run_4
Standard_Acc;96,6100;0,0636;96,5100;96,6100;96,6000;96,7100;96,6200
RMSCE;0,0497;0,0040;0,0468;0,0451;0,0566;0,0508;0,0494
gaussian_noise;86,2000;0,7642;86,1000;87,1000;85,1000;85,7000;87,0000
shot_noise;87,6600;0,8163;87,3000;88,5000;87,5000;86,4000;88,6000
impulse_noise;86,7400;1,9571;83,5000;87,8000;87,8000;85,6000;89,0000
defocus_blur;94,2000;0,5177;94,3000;95,0000;93,4000;94,3000;94,0000
glass_blur;88,5400;0,9932;88,1000;86,9000;88,6000;89,5000;89,6000
motion_blur;92,5400;0,5161;93,5000;92,1000;92,6000;92,4000;92,1000
zoom_blur;93,3000;0,3162;93,1000;93,4000;93,7000;93,5000;92,8000
snow;91,9200;0,6400;92,3000;92,2000;90,7000;92,5000;91,9000
frost;94,4400;0,5426;93,7000;95,3000;94,1000;94,4000;94,7000
fog;94,3800;0,4707;94,1000;94,2000;95,3000;94,0000;94,3000
brightness;95,6000;0,4817;95,3000;95,2000;95,3000;95,7000;96,5000
contrast;94,3400;0,7031;94,2000;95,4000;94,5000;93,2000;94,4000
elastic_transform;91,8800;0,5036;92,5000;92,3000;92,0000;91,2000;91,4000
pixelate;90,2000;1,0412;88,5000;90,5000;89,6000;91,0000;91,4000
jpeg_compression;86,6200;1,0400;84,8000;87,0000;88,0000;86,5000;86,8000
speckle_noise;89,6800;0,6554;89,4000;90,9000;89,8000;89,2000;89,1000
gaussian_blur;91,9800;0,7833;90,6000;91,9000;93,0000;92,3000;92,1000
spatter;93,3600;0,6800;93,5000;93,1000;93,5000;94,4000;92,3000
saturate;95,5600;0,5535;95,7000;95,0000;96,5000;95,0000;95,6000
blue_noise;87,3000;0,8509;88,7000;87,2000;86,3000;87,7000;86,6000
brownish_noise;78,4800;2,2754;80,3000;80,1000;79,9000;74,3000;77,8000
checkerboard_cutout;88,2800;1,1703;87,1000;87,3000;88,8000;87,9000;90,3000
circular_motion_blur;92,7800;0,7730;92,8000;93,1000;94,0000;91,7000;92,3000
inverse_sparkles;76,5400;1,9366;75,4000;75,8000;77,8000;79,6000;74,1000
lines;80,6000;0,3847;80,8000;80,3000;80,0000;80,9000;81,0000
pinch_and_twirl;93,5400;0,3929;94,0000;93,3000;92,9000;93,8000;93,7000
ripple;87,4200;0,4445;86,8000;88,1000;87,3000;87,7000;87,2000
sparkles;86,3800;1,5892;84,1000;88,5000;85,5000;87,8000;86,0000
transverse_chromatic_abberation;84,4400;0,9932;83,1000;84,8000;84,2000;84,0000;86,1000
Acc_C-all-19;91,5337;0,2634;91,0789;91,7789;91,6316;91,4105;91,7684
Acc_C-original-15;91,2373;0,3184;90,7533;91,5267;91,2133;91,0600;91,6333
Acc_C-bar-10;85,5760;0,1791;85,3100;85,8500;85,6700;85,5400;85,5100
Acc_all-ex-pixelwise-noise-24;89,8883;0,1904;89,5250;90,0333;90,0500;89,9000;89,9333
RMSCE_C;0,0651;0,0023;0,0636;0,0618;0,0688;0,0656;0,0657
Combined_Noise;90,0360;0,5086;89,4100;90,1300;90,8700;89,6100;90,1600
