;config_549_avg;config_549_std;config_549_run_0;config_549_run_1;config_549_run_2
Standard_Acc;96,9867;0,0741;97,0900;96,9500;96,9200
RMSCE;0,0405;0,0009;0,0393;0,0412;0,0410
gaussian_noise;92,0420;0,1595;92,2300;92,0560;91,8400
shot_noise;93,3513;0,1160;93,4900;93,3580;93,2060
impulse_noise;96,1447;0,0750;96,2240;96,0440;96,1660
defocus_blur;95,0400;0,0684;94,9820;95,1360;95,0020
glass_blur;89,5273;0,1672;89,5660;89,7100;89,3060
motion_blur;93,2707;0,2074;92,9780;93,4000;93,4340
zoom_blur;94,1467;0,1098;94,1820;94,2600;93,9980
snow;93,0313;0,2031;92,9340;93,3140;92,8460
frost;94,1167;0,0387;94,1600;94,1240;94,0660
fog;95,0073;0,0638;94,9320;95,0020;95,0880
brightness;96,5640;0,1249;96,7180;96,4120;96,5620
contrast;94,8680;0,1306;94,7620;95,0520;94,7900
elastic_transform;92,6907;0,0081;92,6860;92,6840;92,7020
pixelate;90,4527;0,2083;90,7320;90,2320;90,3940
jpeg_compression;87,0093;0,1534;86,7960;87,1500;87,0820
speckle_noise;93,6293;0,0886;93,6940;93,6900;93,5040
gaussian_blur;94,1380;0,1867;93,8740;94,2640;94,2760
spatter;94,0420;0,1416;94,0560;94,2080;93,8620
saturate;95,7853;0,0438;95,8460;95,7440;95,7660
blue_noise;90,6753;0,7654;90,2340;91,7520;90,0400
brownish_noise;80,6853;0,2087;80,3940;80,7900;80,8720
checkerboard_cutout;89,9493;0,2216;90,2120;89,9660;89,6700
circular_motion_blur;94,0293;0,0639;94,1180;94,0000;93,9700
inverse_sparkles;81,5133;0,6756;81,8420;82,1260;80,5720
lines;84,0287;0,3216;84,0600;84,4060;83,6200
pinch_and_twirl;94,3140;0,0641;94,2960;94,2460;94,4000
ripple;88,5473;0,3504;88,4400;89,0200;88,1820
sparkles;89,6107;0,5105;89,2760;90,3320;89,2240
transverse_chromatic_abberation;86,0140;0,3895;85,6780;85,8040;86,5600
Acc_C-all-19;93,4135;0,0419;93,4127;93,4653;93,3626
Acc_C-original-15;93,1508;0,0399;93,1581;93,1956;93,0988
Acc_C-bar-10;87,9367;0,2252;87,8550;88,2442;87,7110
Acc_all-ex-pixelwise-noise-24;91,1826;0,0910;91,1467;91,3076;91,0935
RMSCE_C;0,0381;0,0001;0,0380;0,0382;0,0382
Combined_Noise;94,4000;0,1445;94,5600;94,4300;94,2100
