;config_28_avg
Standard_Acc;96,6600
RMSCE;0,0547
gaussian_noise;67,0880
shot_noise;75,6760
impulse_noise;84,6940
defocus_blur;94,3340
glass_blur;78,3640
motion_blur;90,4600
zoom_blur;93,2560
snow;90,5700
frost;87,1520
fog;93,9320
brightness;96,0980
contrast;94,4360
elastic_transform;90,0300
pixelate;75,9360
jpeg_compression;82,6280
speckle_noise;77,7920
gaussian_blur;93,4980
spatter;92,8440
saturate;95,2120
blue_noise;89,9580
brownish_noise;79,9520
checkerboard_cutout;86,4460
circular_motion_blur;93,0540
inverse_sparkles;69,7640
lines;79,8140
pinch_and_twirl;92,3140
ripple;82,8240
sparkles;86,8840
transverse_chromatic_abberation;80,8180
Acc_C-all-19;87,0526
Acc_C-original-15;86,3103
Acc_C-bar-10;84,1828
Acc_all-ex-pixelwise-noise-24;87,5258
RMSCE_C;0,0598
Combined_Noise;84,0200
