;config_525_avg
Standard_Acc;96,0000
RMSCE;0,0564
gaussian_noise;34,5840
shot_noise;46,7920
impulse_noise;46,7420
defocus_blur;82,5820
glass_blur;55,5080
motion_blur;79,7360
zoom_blur;77,5660
snow;85,2700
frost;78,7740
fog;88,8740
brightness;94,8040
contrast;74,1300
elastic_transform;86,5060
pixelate;76,0200
jpeg_compression;80,0780
speckle_noise;51,1240
gaussian_blur;72,6680
spatter;90,3260
saturate;93,1640
blue_noise;90,3120
brownish_noise;72,0300
checkerboard_cutout;81,0600
circular_motion_blur;91,2480
inverse_sparkles;60,7740
lines;76,3920
pinch_and_twirl;91,3060
ripple;83,0320
sparkles;83,6240
transverse_chromatic_abberation;50,7420
Acc_C-all-19;73,4341
Acc_C-original-15;72,5311
Acc_C-bar-10;78,0520
Acc_all-ex-pixelwise-noise-24;79,4256
RMSCE_C;0,1196
Combined_Noise;72,1100
