;config_517_avg
Standard_Acc;95,8400
RMSCE;0,0506
gaussian_noise;89,6800
shot_noise;91,4860
impulse_noise;94,7580
defocus_blur;85,7900
glass_blur;72,3600
motion_blur;82,6640
zoom_blur;83,4660
snow;87,3300
frost;86,8160
fog;88,9700
brightness;94,8720
contrast;74,0220
elastic_transform;88,1400
pixelate;80,5480
jpeg_compression;85,6960
speckle_noise;91,8380
gaussian_blur;79,7560
spatter;92,6440
saturate;93,1200
blue_noise;95,0520
brownish_noise;74,4060
checkerboard_cutout;83,1960
circular_motion_blur;91,9600
inverse_sparkles;67,6420
lines;82,2260
pinch_and_twirl;91,7320
ripple;84,5480
sparkles;86,4760
transverse_chromatic_abberation;57,7120
Acc_C-all-19;86,5240
Acc_C-original-15;85,7732
Acc_C-bar-10;81,4950
Acc_all-ex-pixelwise-noise-24;83,1705
RMSCE_C;0,0719
Combined_Noise;91,3500
