train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
4,3860;4,4206;9,1600;4,0706;8,9172;9,1600;8,9172
8,7640;4,1650;17,4500;3,7250;17,6000;17,4500;17,6000
13,3780;3,9354;17,8800;3,7684;18,2759;17,8800;18,2759
18,5900;3,7068;25,4600;3,4992;26,0897;25,4600;26,0897
23,4080;3,5055;32,0500;3,2142;30,9931;32,0500;30,9931
27,0300;3,3533;37,7300;2,9170;32,2690;37,7300;32,2690
30,7100;3,2110;40,2800;2,8046;29,8621;40,2800;29,8621
33,0800;3,1224;43,8700;2,7992;33,4207;43,8700;33,4207
35,1120;3,0475;45,0600;2,8050;34,5793;45,0600;34,5793
37,3440;2,9611;48,2500;2,5732;39,0966;48,2500;39,0966
39,3120;2,8903;48,5600;2,5862;37,2276;48,5600;37,2276
41,0800;2,8326;50,3700;2,4864;40,5655;50,3700;40,5655
41,9820;2,7949;52,6000;2,4162;41,4483;52,6000;41,4483
43,7860;2,7366;55,0600;2,3631;42,3793;55,0600;42,3793
44,9560;2,6896;54,1100;2,4111;42,3310;54,1100;42,3310
46,0180;2,6541;56,7100;2,3123;42,1448;56,7100;42,1448
47,2320;2,6089;57,0300;2,2610;46,7241;57,0300;46,7241
48,1820;2,5659;57,5000;2,3197;43,1172;57,5000;43,1172
49,0060;2,5517;58,2100;2,2643;46,8483;58,2100;46,8483
50,0500;2,5067;60,8500;2,1578;46,8759;60,8500;46,8759
50,7000;2,4820;60,9100;2,1730;49,3931;60,9100;49,3931
51,6320;2,4505;61,3800;2,1601;48,0690;61,3800;48,0690
52,7760;2,4079;61,6600;2,1529;49,5655;61,6600;49,5655
53,3040;2,3983;62,7700;2,1169;49,7655;62,7700;49,7655
53,4840;2,3843;62,6700;2,1026;48,7448;62,6700;48,7448
54,2660;2,3618;63,2200;2,0881;49,1655;63,2200;49,1655
54,4940;2,3523;63,5600;2,0714;49,4207;63,5600;49,4207
54,9720;2,3304;63,7200;2,0737;49,7310;63,7200;49,7310
54,9400;2,3331;64,2500;2,0614;49,7379;64,2500;49,7379
55,4400;2,3215;64,2900;2,0656;49,3103;64,2900;49,3103
46,6080;2,6236;56,0700;2,3964;46,2000;56,0700;46,2000
46,5120;2,6307;55,1600;2,3776;45,7586;55,1600;45,7586
46,6900;2,6249;54,6800;2,3610;44,2207;54,6800;44,2207
47,4080;2,5993;57,6700;2,3148;45,2069;57,6700;45,2069
48,0960;2,5710;58,9500;2,2681;42,8897;58,9500;42,8897
48,5000;2,5551;59,4100;2,3030;43,7724;59,4100;43,7724
49,7140;2,5174;59,0100;2,2390;43,9931;59,0100;43,9931
50,3220;2,4949;60,7400;2,2374;47,2069;60,7400;47,2069
50,9500;2,4681;60,6900;2,2031;48,4345;60,6900;48,4345
51,3580;2,4587;59,3700;2,2386;45,7517;59,3700;45,7517
51,7620;2,4431;61,5700;2,1726;49,0000;61,5700;49,0000
52,6800;2,4096;61,9800;2,1633;48,3586;61,9800;48,3586
52,8160;2,4082;62,8500;2,1101;49,6552;62,8500;49,6552
53,2420;2,3867;63,2900;2,1161;46,4828;63,2900;46,4828
54,0180;2,3677;62,6600;2,1172;49,6552;62,6600;49,6552
55,0060;2,3296;64,1700;2,0582;52,4069;64,1700;52,4069
54,8280;2,3315;64,3700;2,0704;53,6000;64,3700;53,6000
55,5480;2,3078;65,1900;2,0258;51,5655;65,1900;51,5655
55,4360;2,3039;65,8300;2,0206;51,5241;65,8300;51,5241
56,2180;2,2885;65,8400;2,0244;52,0828;65,8400;52,0828
56,3080;2,2770;66,0000;2,0234;51,5793;66,0000;51,5793
57,2800;2,2452;66,9100;1,9633;52,7172;66,9100;52,7172
57,6620;2,2356;67,3700;1,9545;51,0966;67,3700;51,0966
58,0360;2,2136;67,0900;2,0144;54,6000;67,0900;54,6000
58,1940;2,2093;66,8700;1,9645;51,2828;66,8700;51,2828
58,2820;2,2058;68,0600;1,9382;51,3655;68,0600;51,3655
59,0740;2,1794;68,8600;1,9212;54,5793;68,8600;54,5793
59,9260;2,1522;68,3700;1,9296;53,3034;68,3700;53,3034
59,9160;2,1472;69,4500;1,8697;55,1379;69,4500;55,1379
60,4660;2,1323;69,2100;1,8543;53,5448;69,2100;53,5448
60,8980;2,1177;70,3800;1,8467;56,6621;70,3800;56,6621
61,2800;2,1074;70,9700;1,8247;55,0483;70,9700;55,0483
61,5580;2,0930;70,8400;1,8298;54,2621;70,8400;54,2621
61,9560;2,0875;70,9500;1,8316;56,4897;70,9500;56,4897
61,9900;2,0799;71,7500;1,8137;57,3448;71,7500;57,3448
62,6120;2,0535;71,5500;1,8163;56,8621;71,5500;56,8621
63,3960;2,0354;72,1000;1,7731;55,2966;72,1000;55,2966
63,5500;2,0212;72,4700;1,7960;54,0483;72,4700;54,0483
63,5820;2,0226;72,4500;1,7774;56,2966;72,4500;56,2966
64,2780;2,0040;72,8600;1,7727;58,5862;72,8600;58,5862
62,6160;2,0625;73,0300;1,7687;57,0345;73,0300;57,0345
62,4100;2,0692;73,4500;1,7537;58,8276;73,4500;58,8276
63,2420;2,0305;73,1700;1,7648;56,5172;73,1700;56,5172
63,5340;2,0288;74,2300;1,7435;59,1103;74,2300;59,1103
64,4940;1,9910;73,8200;1,7392;58,5931;73,8200;58,5931
63,9720;2,0079;73,9100;1,7285;59,1172;73,9100;59,1172
65,0900;1,9780;74,2600;1,7144;58,7034;74,2600;58,7034
65,5820;1,9669;74,5300;1,7213;58,3241;74,5300;58,3241
64,5880;1,9892;74,3400;1,7293;59,1241;74,3400;59,1241
64,8080;1,9862;74,6500;1,7132;59,7172;74,6500;59,7172
65,5080;1,9660;74,6200;1,7155;59,5034;74,6200;59,5034
66,4140;1,9343;75,0800;1,7064;59,4966;75,0800;59,4966
66,4660;1,9324;74,9700;1,6984;59,8690;74,9700;59,8690
66,2420;1,9366;75,0700;1,6935;60,5793;75,0700;60,5793
67,1080;1,9112;74,9600;1,6994;60,2759;74,9600;60,2759
66,4920;1,9248;75,2500;1,6945;60,7310;75,2500;60,7310
66,6360;1,9242;75,4100;1,6947;60,1793;75,4100;60,1793
66,6780;1,9245;75,2000;1,6925;60,1793;75,2000;60,1793
66,8820;1,9150;75,3400;1,6805;60,0345;75,3400;60,0345
67,1200;1,9096;75,1100;1,6838;60,0621;75,1100;60,0621
57,6520;2,2249;66,9500;1,9510;54,2621;66,9500;54,2621
56,6580;2,2551;67,8800;1,9282;53,2552;67,8800;53,2552
56,2680;2,2766;67,2900;1,9289;54,0897;67,2900;54,0897
56,7400;2,2565;67,2500;1,9303;47,6552;67,2500;47,6552
57,0960;2,2387;68,8000;1,9087;53,1724;68,8000;53,1724
56,7320;2,2550;68,3900;1,8931;54,3793;68,3900;54,3793
57,1200;2,2433;68,0200;1,9266;51,6690;68,0200;51,6690
57,8120;2,2187;68,8900;1,9000;51,3586;68,8900;51,3586
58,2120;2,2117;68,9500;1,8929;54,6276;68,9500;54,6276
58,1240;2,2117;68,5800;1,8987;52,5655;68,5800;52,5655
58,6500;2,1987;69,4900;1,8741;52,3862;69,4900;52,3862
58,9540;2,1849;69,1800;1,8577;58,4966;69,1800;58,4966
58,7600;2,1863;69,5200;1,8493;52,5379;69,5200;52,5379
58,9300;2,1780;69,9700;1,8686;55,3724;69,9700;55,3724
59,5620;2,1614;69,6900;1,8460;55,3103;69,6900;55,3103
59,4640;2,1648;70,0000;1,8226;54,4414;70,0000;54,4414
58,9100;2,1830;70,0000;1,8600;53,4966;70,0000;53,4966
60,0680;2,1492;70,1600;1,8484;52,8207;70,1600;52,8207
59,4440;2,1622;69,0200;1,8812;53,2000;69,0200;53,2000
59,3020;2,1658;70,9600;1,8148;57,0828;70,9600;57,0828
60,7760;2,1218;69,8300;1,8419;54,1931;69,8300;54,1931
60,4640;2,1338;69,4700;1,8480;54,2069;69,4700;54,2069
61,4120;2,0953;70,6800;1,8449;52,9448;70,6800;52,9448
60,0920;2,1314;70,7300;1,8424;56,6828;70,7300;56,6828
61,0920;2,1052;71,4200;1,7949;57,0414;71,4200;57,0414
61,4600;2,0982;70,9500;1,8057;56,8552;70,9500;56,8552
61,2840;2,0980;70,9600;1,7981;54,6552;70,9600;54,6552
60,8980;2,1166;71,0400;1,8064;55,9103;71,0400;55,9103
60,9800;2,1096;71,5200;1,7955;57,0828;71,5200;57,0828
61,7460;2,0749;71,7200;1,7729;55,1241;71,7200;55,1241
62,0820;2,0711;72,6000;1,7585;58,2069;72,6000;58,2069
61,6260;2,0848;72,1400;1,7611;58,8276;72,1400;58,8276
62,6160;2,0578;72,2100;1,7785;58,2690;72,2100;58,2690
62,3820;2,0607;72,1400;1,7791;57,5103;72,1400;57,5103
62,2540;2,0660;72,8600;1,7748;58,4828;72,8600;58,4828
62,8640;2,0421;73,0100;1,7615;58,6414;73,0100;58,6414
62,9820;2,0328;72,7200;1,7766;57,5379;72,7200;57,5379
63,4660;2,0206;71,9100;1,7806;56,7310;71,9100;56,7310
63,0400;2,0382;72,9100;1,7585;57,4000;72,9100;57,4000
64,3060;1,9904;73,2000;1,7153;56,1172;73,2000;56,1172
63,1540;2,0359;73,4600;1,7252;61,4414;73,4600;61,4414
63,5440;2,0176;73,6000;1,7170;60,1034;73,6000;60,1034
64,3720;1,9972;73,2100;1,7018;58,8483;73,2100;58,8483
64,3480;1,9968;73,2200;1,7337;61,4897;73,2200;61,4897
63,8000;2,0070;73,9100;1,7079;60,1655;73,9100;60,1655
63,4840;2,0199;74,6700;1,6790;60,1310;74,6700;60,1310
64,9200;1,9736;73,3000;1,7191;61,0966;73,3000;61,0966
64,8220;1,9715;73,8500;1,6827;60,5448;73,8500;60,5448
65,0040;1,9674;74,0100;1,6896;59,1724;74,0100;59,1724
64,6520;1,9829;74,9200;1,6977;60,4483;74,9200;60,4483
